species group name	protonym	 Author
binghamii	Polyrhachis binghamii 	Forel, 1893c: 25 
biroi	Polyrhachis biroi 	Forel, 1907a: 40 
bismarckensis	Polyrhachis mucronata var. bismarckensis 	Forel, 1901b: 33 
bismarckensis	Polyrhachis (Myrma) conops var. bismarckensis 	Karavaiev, 1927e: 46 
bispinosa	Polyrhachis (Campomyrma) bispinosa 	Kohout, 2013d: 95
boettcheri	Polyrhachis (Myrmhopla) hippomanes r. boettcheri 	Stitz, 1925: 131 
bohemia	Polyrhachis (Hagiomyrma) bohemia 	Kohout, 2013e: 552
boltoni	Polyrhachis (Hemioptica) boltoni 	Dorow & Kohout, 1995: 96
bosi	Polyrhachis bosi 	Kohout, 2008a: 265
bouvieri	Polyrhachis (Myrmatopa) bouvieri 	Santschi, 1928g: 250
brachyacantha	Polyrhachis bicolor var. brachyacantha 	Karavaiev, 1935a: 114 
brachyspina	Polyrhachis brachyspina 	Kohout, 2008a: 268
brevicorpa	Polyrhachis (Cyrtomyrma) brevicorpa 	Xu, 2002b: 528
brevinoda	Polyrhachis brevinoda 	Kohout, 2006b: 94
breviorspinosa	Polyrhachis (Myrma) relucens var. breviorspinosa 	Donisthorpe, 1947d: 194 
brevipilosa	Polyrhachis brevipilosa 	Rigato, 2016: 11
brunneipes	Polyrhachis (Myrma) labella var. brunneipes 	Wheeler, W.M. 1934a: 179 
brunneogaster	Polyrhachis (Myrmothrinax) textor var. brunneogaster 	Donisthorpe, 1937a: 626 
bruta	Polyrhachis militaris st. bruta 	Santschi, 1912b: 166 
brutella	Polyrhachis (Hagiomyrma) brutella 	Kohout, 2013e: 509
bryanti	Polyrhachis (Myrma) bryanti 	Donisthorpe, 1942e: 707 
bubalus	Polyrhachis (Myrmhopla) bubalus 	Stitz, 1925: 129
bubastes	Polyrhachis bubastes 	Smith, F. 1863: 15 
bugnioni	Polyrhachis (Hemioptica) bugnioni 	Forel, 1908a: 11
burmanensis	Polyrhachis (Cyrtomyrma) burmanensis 	Donisthorpe, 1938c: 257
burwelli	Polyrhachis (Hagiomyrma) burwelli 	Kohout, 2013e: 511
busiris	Polyrhachis busiris 	Smith, F. 1860b: 98
caeciliae	Polyrhachis caeciliae 	Forel, 1912n: 76 
cafrorum	Polyrhachis militaris r. cafrorum 	Forel, 1879a: 120 
calabarica	Polyrhachis militaris var. calabarica 	Santschi, 1910c: 400
caligata	Polyrhachis caligata 	Emery, 1895k: 482 
callima	Polyrhachis (Hagiomyrma) callima 	Kohout, 2013e: 513
calliope	Polyrhachis calliope 	Emery, 1900c: 335 
calypso	Polyrhachis spinosa subsp. calypso 	Forel, 1911d: 394 
campbelli	Polyrhachis (Hedomyrma) santschii subsp. campbelli 	Mann, 1919: 376 
capeyorkensis	Polyrhachis (Hagiomyrma) capeyorkensis 	Kohout, 2013e: 554
capra	Polyrhachis (Myrmhopla) capra 	Karavaiev, 1927e: 27
captiva	Polyrhachis (Campomyrma) captiva 	Kohout, 2013d: 97
carbonaria	Polyrhachis carbonarius 	Smith, F. 1857a: 60 
carinata	Formica carinata 	Fabricius, 1804: 413 
castanea	Polyrhachis (Myrmothrinax) thrinax var. castanea 	Stitz, 1925: 136 
castaneiventris	Polyrhachis castaneiventris 	Smith, F. 1858b: 67 
castanella	Polyrhachis (Myrmothrinax) thrinax var. castanella 	Santschi, 1928h: 140
cataulacoidea	Polyrhachis cataulacoidea 	Stitz, 1911a: 377
caulomma	Polyrhachis caulomma 	Viehmeyer, 1914b: 57
cedarensis	Polyrhachis (Campomyrma) leae r. cedarensis 	Forel, 1915b: 114 
celebensis	Polyrhachis rastellata var. celebensis 	Viehmeyer, 1913: 155 
cephalotes	Polyrhachis cephalotes 	Emery, 1893e: 199
ceramensis	Polyrhachis ceramensis 	Mayr, 1883: 246 
ceylonensis	Polyrhachis hippomanes subsp. ceylonensis 	Emery, 1893f: 254 
ceylonensis	Polyrhachis (Cyrtomyrma) rastellata var. ceylonensis 	Donisthorpe, 1938c: 256 
chaita	Polyrhachis chaita 	Kohout, 2008a: 283
chalchas	Polyrhachis chalchas 	Forel, 1907h: 307 
chalybea	Polyrhachis chalybeus 	Smith, F. 1857a: 61 
chaonia	Polyrhachis chaonia 	Smith, F. 1861b: 42
chapmani	Polyrhachis chapmani 	Kohout, 2006d: 157
charaxa	Polyrhachis charaxus 	Smith, F. 1860b: 98
charpillioni	Polyrhachis textor var. charpillioni 	Forel, 1911d: 392 
chartifex	Polyrhachis chartifex 	Emery, 1900c: 334 
cheesmanae	Polyrhachis (Evelyna) cheesmanae 	Donisthorpe, 1937c: 273
cheesmanae	Polyrhachis (Campomyrma) cheesmanae 	Donisthorpe, 1943d: 459 
chlorizans	Polyrhachis creusa var. chlorizans 	Forel, 1901b: 30 
chrysophanes	Polyrhachis acantha var. chrysophanes 	Emery, 1900d: 718 
chrysothorax	Polyrhachis (Hedomyrma) chrysothorax 	Viehmeyer, 1925b: 148 
cincta	Polyrhachis dahli var. cincta 	Viehmeyer, 1913: 149 
cingula	Polyrhachis (Chariomyrma) cingula 	Donisthorpe, 1947c: 590 
circumdata	Polyrhachis circumdata 	Viehmeyer, 1913: 152
clariseta	Polyrhachis nigriseta var. clariseta 	Santschi, 1910c: 400 
clarkei	Polyrhachis clarkei 	Donisthorpe, 1949b: 502 
clarki	Polyrhachis (Hagiomyrma) clarki 	Kohout, 2013e: 533
cleopatra	Polyrhachis cleopatra 	Forel, 1902h: 513 
cleophanes	Polyrhachis cleophanes 	Smith, F. 1861b: 41
clio	Polyrhachis clio 	Forel, 1902h: 515 
clotho	Polyrhachis clotho 	Forel, 1902h: 525 
clypeatus	Polyrhachis clypeatus 	Mayr, 1862: 683 
cnemidata	Polyrhachis gracilis var. cnemidata 	Emery, 1900d: 710 
coerulescens	Polyrhachis coerulescens 	Emery, 1897d: 588 
cognata	Polyrhachis cognata 	Kohout, 2008a: 276
comata	Polyrhachis bicolor subsp. comata 	Emery, 1911b: 538 
comata	Polyrhachis comata 	Crawley, 1915b: 237 
completa	Polyrhachis (Myrmhopla) tibialis var. completa 	Santschi, 1928h: 135 
compressicornis	Polyrhachis compressicornis 	Smith, F. 1860a: 69 
concava	Polyrhachis concava 	André, 1889: 218 
conciliata	Polyrhachis (Hagiomyrma) conciliata 	Kohout, 2013e: 514
conclusa	Polyrhachis restituta var. conclusa 	Viehmeyer, 1913: 151
concolor	Polyrhachis bicolor var. concolor 	Forel, 1910d: 129 
conduensis	Polyrhachis (Myrma) revoili var. conduensis 	Forel, 1915c: 351 
confinis	Polyrhachis achilles var. confinis 	Forel, 1912n: 76 
congener	Polyrhachis (Cyrtomyrma) rastellata var. congener 	Santschi, 1928h: 135
congolensis	Polyrhachis gagates var. congolensis 	Santschi, 1910c: 399 
connectens	Polyrhachis connectens 	Emery, 1887a: 230
conophthalma	Polyrhachis nigropilosa var. conophthalma 	Emery, 1900d: 713 
conops	Polyrhachis conops 	Forel, 1901b: 28 
consimilis	Polyrhachis consimilis 	Smith, F. 1858b: 73
conspicua	Polyrhachis conspicua 	Kohout, 2006b: 123
constricta	Polyrhachis constricta 	Emery, 1897d: 584 
constructor	Polyrhachis constructor 	Smith, F. 1857a: 60 
constructor	Polyrhachis constructor 	Smith, F. 1858b: 68
contemta	Polyrhachis contemta 	Mayr, 1876: 74 
continentis	Polyrhachis arcuata var. continentis 	Forel, 1905b: 179 
continua	Polyrhachis continua 	Emery, 1887a: 235
convexa	Polyrhachis convexa 	Roger, 1863a: 153 
convexa	Polyrhachis (Chariomyrma) convexa 	Karavaiev, 1927e: 17
cornihumera	Polyrhachis (Cyrtomyrma) cornihumera 	Xu, 2002b: 523
cornuhumera	Polyrhachis cornuhumera 	Zhou & Huang, 2002: 145
cornuta	Polyrhachis cornuta 	Stitz, 1910: 150 
coronata	Polyrhachis (Cyrtomyrma) coronata 	Santschi, 1928h: 140
corporaali	Polyrhachis (Cyrtomyrma) rastellata var. corporaali 	Santschi, 1928h: 134
costulata	Polyrhachis aurea subsp. costulata 	Emery, 1897d: 590 
cracenta	Polyrhachis (Hagiomyrma) cracenta 	Kohout, 2013e: 517
craddocki	Polyrhachis craddocki 	Bingham, 1903: 403
crassa	Polyrhachis (Pseudocyrtomyrma) revoili subsp. crassa 	Emery, 1921e: 23
crassispinosa	Polyrhachis crassispinosa 	Viehmeyer, 1914b: 49
crassisquama	Polyrhachis tibialis var. crassisquama 	Forel, 1913k: 139 
crawleyella	Polyrhachis crawleyella 	Santschi, 1916d: 243
crawleyi	Polyrhachis (Hagiomyrma) ammonoeides var. crawleyi 	Forel, 1916: 447 
creusa	Polyrhachis creusa 	Emery, 1897d: 577 
croceiventris	Polyrhachis croceiventris 	Emery, 1900c: 336 
crudelis	Polyrhachis bellicosa var. crudelis 	Emery, 1887a: 238 
cryptoceroides	Polyrhachis cryptoceroides 	Emery, 1887a: 228
cubaensis	Polyrhachis cubaensis 	Mayr, 1862: 687 
cupreata	Polyrhachis hermione var. cupreata 	Emery, 1895g: 357 
cupreopubescens	Polyrhachis militaris r. cupreopubescens 	Forel, 1879a: 120 
curta	Polyrhachis curta 	André, 1890: 312 
curtospinosa	Polyrhachis (Campomyrma) curtospinosa 	Kohout, 2013d: 99
curvispina	Polyrhachis oedipus var. curvispina 	Forel, 1908a: 8 
curvispina	Polyrhachis variolosa var. curvispina 	Stitz, 1911a: 379 
cyaneus	Polyrhachis cyaneus 	Mayr, 1862: 684
cyaniventris	Polyrhachis cyaniventris 	Smith, F. 1858b: 70
cybele	Polyrhachis (Hemioptica) aculeata subsp. cybele 	Wheeler, W.M. 1919e: 126 
cydista	Polyrhachis (Chariomyrma) cydista 	Kohout, 2008c: 167
cyphonota	Polyrhachis cyphonota 	Xu, 1998b: 243
cyrtomyrmoides	Polyrhachis (Myrmhopla) cyrtomyrmoides 	Donisthorpe, 1947d: 195 
cyrus	Polyrhachis cyrus 	Forel, 1901b: 32 
daemeli	Polyrhachis daemeli 	Mayr, 1876: 72 
dahlii	Polyrhachis dahlii 	Forel, 1901b: 30 
danum	Polyrhachis danum 	Kohout, 2006b: 112
daphne	Polyrhachis (Myrmhopla) daphne 	Wheeler, W.M. 1919e: 133 
darlingtoni	Polyrhachis (Hagiomyrma) darlingtoni 	Kohout, 2013e: 565
davydovi	Polyrhachis (Myrmhopla) davydovi 	Karavaiev, 1927e: 24 
debilis	Polyrhachis laevior var. debilis 	Emery, 1887a: 240 
decellei	Polyrhachis decellei 	Bolton, 1973b: 301
decemdentata	Polyrhachis decemdentata 	André, 1889: 219 
deceptor	Polyrhachis deceptor 	Kohout, 2008a: 307
decipiens	Polyrhachis decipiens 	Roger, 1863a: 156 
decora	Polyrhachis (Aulacomyrma) decora 	Kohout, 2007a: 220
defensa	Polyrhachis defensus 	Smith, F. 1857a: 59 
degener	Polyrhachis sokolova var. degener 	Forel, 1910b: 84 
delecta	Polyrhachis delecta 	Kohout, 2006b: 97
delicata	Polyrhachis delicata 	Crawley, 1915b: 238 
demangei	Polyrhachis rastellata subsp. demangei 	Santschi, 1910h: 284
democles	Polyrhachis democles 	Smith, F. 1861b: 40
denselineata	Polyrhachis arcuata var. denselineata 	Viehmeyer, 1914c: 533 
dentata	Polyrhachis (Cyrtomyrma) dentata 	Donisthorpe, 1947d: 196
denticulata	Polyrhachis (Hagiomyrma) denticulata 	Karavaiev, 1927e: 13
dentihumera	Polyrhachis (Cyrtomyrma) dentihumera 	Xu, 2002b: 524
dentinasis	Polyrhachis (Campomyrma) micans st. ops var. dentinasis 	Santschi, 1920g: 185 
dentulata	Polyrhachis (Myrma) orsyllus var. dentulata 	Stitz, 1925: 135 
depilis	Polyrhachis aurea var. depilis 	Emery, 1897d: 589 
derecyna	Polyrhachis derecynus 	Smith, F. 1871a: 316
diana	Polyrhachis diana 	Wheeler, W.M. 1909d: 343 
diaphanta	Polyrhachis diaphantus 	Smith, F. 1861b: 40
dichroa	Polyrhachis laevisima var. dichrous 	Forel, 1886d: 242 
dichroa	Polyrhachis (Myrmhopla) acantha subsp. dichroa 	Karavaiev, 1927e: 33 
dido	Polyrhachis (Myrma) militaris subsp. cupreopubescens var. dido 	Wheeler, W.M. 1922a: 261; unavailable 
dimoculata	Polyrhachis (Myrma) dimoculata 	Kohout, 2013f: 147
diotima	Polyrhachis diotima 	Forel, 1911a: 60 
discrepans	Polyrhachis achilles subsp. discrepans 	Forel, 1912n: 76 
dispar	Polyrhachis dispar 	Kohout, 2010: 185
distincta	Polyrhachis (Myrmhopla) distincta 	Karavaiev, 1927e: 40
distinguenda	Polyrhachis (Campomyrma) creusa subsp. distinguenda 	Karavaiev, 1927e: 7
diversa	Polyrhachis (Hagiomyrma) diversa 	Kohout, 2013e: 572
dives	Polyrhachis dives 	Smith, F. 1857a: 64 
divina	Polyrhachis schistacea var. divina 	Forel, 1913b: 348 
divinoides	Polyrhachis schistacea var. divinoides 	Santschi, 1914d: 385
doddi	Polyrhachis (Cyrtomyrma) doddi 	Donisthorpe, 1938c: 263
dohrni	Polyrhachis dohrni 	Forel, 1901b: 34 
dolichocephala	Polyrhachis dolichocephala 	Viehmeyer, 1914c: 532
dolomedes	Polyrhachis dolomedes 	Smith, F. 1863: 14 
dolomedes	Polyrhachis dolomedes 	Smith, F. 1863: 16 
donisthorpei	Polyrhachis (Myrma) revoili var. donisthorpei 	Forel, 1916: 453 
dorowi	Polyrhachis dorowi 	Kohout, 2009b: 39
dorsorugosa	Polyrhachis latona var. dorsorugosa 	Forel, 1913f: 202 
durbanensis	Polyrhachis (Myrma) cubaensis r. durbanensis 	Forel 1914d: 262 
durvillei	Polyrhachis (Myrmothrinax) durvillei 	Donisthorpe, 1938a: 147 
edentula	Polyrhachis zopyrus var. edentula 	Emery, 1900d: 712 
edwardi	Polyrhachis (Myrmatopa) edwardi 	Donisthorpe, 1948b: 314 
electra	Polyrhachis (Hagiomyrma) electra 	Kohout, 2013e: 537
elegans	Polyrhachis terpsichore var. elegans 	Forel, 1910b: 84 
elegantula	Polyrhachis (Hagiomyrma) elegantula 	Kohout, 2013e: 519
elii	Polyrhachis elii 	Emery, 1900d: 711 
emeryana	Polyrhachis (Cyrtomyrma) emeryana 	Mann, 1919: 390
emeryi	Camponotus emeryi 	Forel, 1879a: 113
emmae	Polyrhachis (Myrmhopla) emmae 	Santschi, 1920h: 175
empesoi	Polyrhachis empesoi 	Kohout, 2006d: 160
epinotalis	Polyrhachis militaris st. epinotalis 	Santschi, 1924b: 222 
equina	Polyrhachis equinus 	Smith, F. 1857a: 63 
erato	Polyrhachis erato 	Forel, 1902h: 512 
erecta	Polyrhachis (Myrmhopla) bicolor var. erecta 	Karavaiev, 1935a: 114 
eremita	Polyrhachis eremita 	Kohout, 1990: 502 
erosispina	Polyrhachis bellicosa var. erosispina 	Emery, 1900d: 713 
esarata	Polyrhachis esarata 	Bolton, 1973b: 303
escherichi	Polyrhachis escherichi 	Viehmeyer, 1914c: 534
esuriens	Polyrhachis sexspinosa var. esuriens 	Emery, 1897d: 591 
etheli	Polyrhachis (Myrmhopla) etheli 	Chapman, 1963: 260
eucharis	Polyrhachis (Hedomyrma) eucharis 	Karavaiev, 1927e: 22
euclides	Polyrhachis dives var. euclides 	Forel, 1913f: 202 
eudora	Polyrhachis eudora 	Smith, F. 1860b: 99
eureka	Polyrhachis (Campomyrma) eureka 	Kohout, 2013d: 110
euryala	Polyrhachis euryalus 	Smith, F. 1863: 16 
eurynota	Polyrhachis eurynota 	Emery, 1897d: 587
eurytus	Polyrhachis eurytus 	Smith, F. 1861b: 43
euterpe	Polyrhachis euterpe 	Forel, 1902h: 511 
euthiacaena	Polyrhachis euthiacaena 	Zhou & Zheng, 1997e: 275
exarata	Polyrhachis exarata 	Emery, 1887a: 226 
exasperatus	Polyrhachis exasperatus 	Smith, F. 1861b: 41
excellens	Polyrhachis excellens 	Viehmeyer, 1912: 14
excisa	Polyrhachis excisa 	Mayr, 1867a: 64
excitata	Polyrhachis excitata 	Viehmeyer, 1913: 147
exercita	Formica exercita 	Walker, 1859: 370 
exflavicornis	Polyrhachis (Myrmhopla) bicolor subsp. exflavicornis 	Baltazar, 1966: 282
exlex	Polyrhachis (Hedomyrma) daemeli var. exlex 	Forel, 1915b: 110 
exophthalma	Polyrhachis striatorugosa var. exophthalma 	Forel, 1913k: 136 
exotica	Polyrhachis exotica 	Kohout, 1987: 170
expressa	Polyrhachis expressa 	Kohout, 2006b: 99
exul	Polyrhachis exul 	Emery, 1883: 147 
exulans	Polyrhachis (Myrmhopla) exulans 	Clark, 1941: 91
feehani	Polyrhachis (Hagiomyrma) feehani 	Kohout, 2013e: 520
felici	Polyrhachis (Pseudocyrtomyrma) lanuginosa subsp. felici 	Emery, 1925b: 206
femorata	Polyrhachis femoratus 	Smith, F. 1858b: 73
fergusoni	Polyrhachis punctillata r. fergusoni 	Forel, 1902d: 289 
fernandensis	Polyrhachis decemdentata var. fernandensis 	Forel, 1901e: 377 
fervens	Polyrhachis fervens 	Smith, F. 1860b: 101
festina	Polyrhachis festina 	Kohout, 2008a: 271
fiorii	Polyrhachis aurea subsp. fiorii 	Emery, 1914f: 429 
fisheri	Polyrhachis fisheri 	Rigato, 2016: 20
flavibasis	Polyrhachis (Campomyrma) flavibasis 	Clark, 1930c: 16
flavicornis	Polyrhachis flavicornis 	Smith, F. 1857a: 63 
flavicornis	Polyrhachis (Myrmhopla) bicolor var. flavicornis 	Stitz, 1925: 132 
flavipes	Polyrhachis decemdentata var. flavipes 	Stitz, 1910: 149 
flavoflagellata	Polyrhachis (Myrmhopla) flavoflagellata 	Karavaiev, 1927e: 35
follicula	Polyrhachis (Myrmatopa) follicula 	Menozzi, 1926e: 101 
foreli	Polyrhachis foreli 	Kohout, 1989: 510
fornicata	Polyrhachis rastellata subsp. fornicata 	Emery, 1900d: 720 
fortis	Polyrhachis fortis 	Emery, 1893e: 228
fracta	Polyrhachis (Myrma) schistacea st. fracta 	Santschi, 1914b: 141 
frauenfeldi	Polyrhachis frauenfeldi 	Mayr, 1862: 687 
froggatti	Polyrhachis froggatti 	Forel, 1910b: 89 
fruhstorferi	Polyrhachis fruhstorferi 	Emery, 1898b: 238
fulakora	Polyrhachis (Cyrtomyrma) rastellata var. fulakora 	Mann, 1919: 389 
fulgens	Polyrhachis fulgens 	Viehmeyer, 1912: 11
fumata	Polyrhachis (Myrmhopla) bicolor var. fumata 	Stitz, 1925: 131 
gagatoides	Polyrhachis (Myrma) schistacea var. gagatoides 	Santschi, 1913c: 314 
gallicola	Polyrhachis cubaensis r. gallicola 	Forel, 1894b: 71 
gamaii	Polyrhachis (Myrma) gamaii 	Santschi, 1917b: 295 
gazelle	Polyrhachis gazelle 	Kohout, 2013a: 19
geminata	Polyrhachis (Hedomyrma) geminatus 	Mann, 1919: 376
gentilis	Polyrhachis (Aulacomyrma) gentilis 	Kohout, 2007a: 200
geometrica	Polyrhachis geometricus 	Smith, F. 1859a: 141 
gerstaeckeri	Polyrhachis gerstaeckeri 	Forel, 1886f: 197 
gestroi	Polyrhachis gestroi 	Emery, 1900d: 714 
gibba	Polyrhachis gibba 	Emery, 1901g: 580
gibbosa	Polyrhachis aculeata var. gibbosa 	Forel, 1908a: 9 
gibbula	Polyrhachis gibbula 	Rigato, 2016: 24
glabra	Polyrhachis sericata subsp. glabra 	Forel, 1911e: 295 
glabrinotum	Polyrhachis (Myrmhopla) glabrinotum 	Clark, 1930c: 13
globularia	Polyrhachis globularia 	Mayr, 1867a: 41 
glykera	Polyrhachis glykera 	Forel, 1912n: 72 
gobini	Polyrhachis gobini 	Kohout, 2008a: 277
goramensis	Polyrhachis rastellata var. goramensis 	Emery, 1887a: 239 
gracilior	Polyrhachis furcata r. gracilior 	Forel, 1893c: 25 
gracilior	Polyrhachis (Myrmatopa) schang var. gracilior 	Karavaiev, 1927e: 11 
gracilis	Polyrhachis gracilis 	Emery, 1887a: 223
grandis	Polyrhachis (Cyrtomyrma) grandis 	Donisthorpe, 1949g: 415 
gravis	Polyrhachis (Campomyrma) gravis 	Clark, 1930c: 15
greensladei	Polyrhachis greensladei 	Kohout, 1990: 503 
gressitti	Polyrhachis (Aulacomyrma) gressitti 	Kohout, 2007a: 223
gribodoi	Polyrhachis gribodoi 	Emery, 1887a: 221 
grisea	Formica grisea 	Le Guillou, 1842: 314 
grisescens	Polyrhachis simplex var. grisescens 	Emery, 1895k: 483 
guerini	Polyrhachis guerini 	Roger, 1863a: 157 
gustavi	Polyrhachis (Myrma) decemdentata var. gustavi 	Emery, 1921e: 22 
halidayi	Polyrhachis halidayi 	Emery, 1889b: 517 
halmaheirae	Polyrhachis orsyllus r. halmaheirae 	Forel, 1886f: 196 
hamulata	Polyrhachis sumatrensis r. hamulata 	Emery, 1887a: 234 
harmsi	Polyrhachis (Myrma) sericata subsp. pruinosula var. harmsi 	Karavaiev, 1930a: 212 
hashimotoi	Polyrhachis (Campomyrma) hashimotoi 	Kohout, 2007c: 12
hastata	Formica hastata 	Latreille, 1802c: 129
hauxwelli	Polyrhachis hauxwelli 	Bingham, 1903: 394
hebes	Polyrhachis (Chariomyrma) hostilis subsp. hebes 	Donisthorpe, 1941h: 62 
hector	Polyrhachis hector 	Smith, F. 1857a: 62 
hector	Polyrhachis hector 	Smith, F. 1859a: 142 
hecuba	Polyrhachis hecuba 	Forel, 1902h: 527 
heinlethii	Polyrhachis heinlethii 	Forel, 1895a: 47 
hemiopticoides	Polyrhachis (Myrma) hemiopticoides 	Mukerjee, 1930: 161
hera	Polyrhachis hera 	Forel, 1911e: 302 
hermione	Polyrhachis hermione 	Emery, 1895g: 357 
hero	Polyrhachis textor r. hero 	Forel, 1913k: 135 
hespera	Polyrhachis (Campomyrma) hespera 	Kohout, 2013d: 101
hestia	Polyrhachis semipolita subsp. hestia 	Forel, 1911e: 295 
hexacantha	Formica hexacantha 	Erichson, 1842: 260 
hilaris	Polyrhachis hilaris 	Kohout, 2008a: 284
hiram	Polyrhachis salomo subsp. hiram 	Forel, 1912a: 80 
hirsuta	Polyrhachis hirsuta 	Mayr, 1876: 75 
hirsuta	Polyrhachis hostilis var. hirsuta 	Viehmeyer, 1914b: 58 
hirsutula	Polyrhachis continua var. hirsutula 	Emery, 1911c: 256 
hirta	Polyrhachis hirta 	Viehmeyer, 1914b: 59 
hirta	Polyrhachis (Myrmhopla) hirta 	Donisthorpe, 1949g: 418 
hispida	Polyrhachis hispida 	Kohout, 2008a: 290
hodgsoni	Polyrhachis hodgsoni 	Forel, 1902d: 289 
hoelldobleri	Polyrhachis hoelldobleri 	Kohout, 2006b: 99
horacei	Polyrhachis horacei 	Hung, 1967a: 201
horni	Polyrhachis horni 	Emery, 1901f: 122
hortensis	Polyrhachis hippomanes var. hortensis 	Forel, 1913k: 138 
hortulana	Polyrhachis (Myrma) hortulana 	Arnold, 1955: 735
hosei	Polyrhachis (Myrma) hosei 	Donisthorpe, 1942e: 708 
hostilis	Polyrhachis hostilis 	Smith, F. 1859a: 139 
humerosa	Polyrhachis (Hedomyrma) humerosa 	Emery, 1921e: 18 
hybosa	Polyrhachis hybosa 	Kohout, 2006b: 126
illaudata	Polyrhachis illaudatus 	Walker, 1859: 373 
imatongica	Polyrhachis (Myrma) cubaensis subsp. imatongica 	Weber, 1943c: 388
imbellis	Polyrhachis imbellis 	Emery, 1887a: 225 
imitator	Polyrhachis imitator 	Kohout, 2008a: 311
incerta	Polyrhachis (Campomyrma) incerta 	Kohout, 2008c: 163
inclusa	Polyrhachis inclusa 	Viehmeyer, 1912: 13
incognita	Polyrhachis incognita 	Kohout, 2008a: 312
inconspicua	Polyrhachis inconspicua 	Emery, 1887a: 225 
inconstans	Polyrhachis (Myrmothrinax) thrinax subsp. inconstans 	Viehmeyer, 1916a: 164 
indefinita	Polyrhachis gagates r. indefinita 	Forel, 1913b: 349 
indica	Polyrhachis indica 	Mayr, 1870b: 945 
indigens	Polyrhachis (Myrma) schlueteri var. indigens 	Forel, 1914d: 261 
indocilis	Polyrhachis (Hedomyrma) indocilis 	Santschi, 1928h: 139
inducta	Polyrhachis inducta 	Kohout, 2006b: 127
inflata	Polyrhachis inflata 	Kohout, 2006b: 127
insularis	Polyrhachis inconspicua var. insularis 	Emery, 1887a: 226 
integra	Polyrhachis integra 	Kohout, 2006b: 129
intermedia	Polyrhachis mayrei subsp. intermedia 	Forel, 1886d: 242 
inusitata	Polyrhachis inusitata 	Kohout, 1989: 513
io	Polyrhachis (Campomyrma) thalia var. io 	Forel, 1915b: 114 
iperpunctata	Polyrhachis (Myrma) iperpunctata 	Menozzi, 1942: 181
isabellae	Polyrhachis convexa var. isabellae 	Forel, 1908a: 9 
isacantha	Polyrhachis isacantha 	Emery, 1887a: 232
isolata	Polyrhachis (Hagiomyrma) isolata 	Kohout, 2013e: 557
ithona	Polyrhachis ithonus 	Smith, F. 1860b: 99
jacksoniana	Polyrhachis jacksoniana 	Roger, 1863a: 158 
jacobsoni	Polyrhachis jacobsoni 	Forel, 1909d: 230 
janthinogaster	Polyrhachis mucronata var. janthinogaster 	Emery, 1911b: 538 
japensis	Polyrhachis (Myrmhopla) mucronata subsp. japensis 	Donisthorpe, 1941h: 63 
javana	Polyrhachis rastellata var. javana 	Crawley, 1923a: 31
javana	Polyrhachis sculpturata r. javana 	Stitz, 1925: 134 
javana	Polyrhachis (Myrma) orsyllus var. javana 	Karavaiev, 1927e: 49 
javanensis	Polyrhachis (Myrma) orsyllus var. javanensis 	Santschi, 1928h: 140
javanica	Polyrhachis thrinax var. javanica 	Mayr, 1867a: 52 
jerdonii	Polyrhachis jerdonii 	Forel, 1892m: 17 
jianghuaensis	Polyrhachis jianghuaensis 	Wang, C. & Wu, 1991: 597
johnsoni	Polyrhachis (Cyrtomyrma) rastellata var. johnsoni 	Mann, 1919: 390 
jurii	Polyrhachis (Cyrtomyrma) jurii 	Karavaiev, 1935a: 116
juxtaspinosa	Polyrhachis (Myrmhopla) juxtaspinosa 	Donisthorpe, 1949g: 417
kaipi	Polyrhachis (Chariomyrma) kaipi 	Mann, 1919: 382
karawaiewi	Polyrhachis (Chariomyrma) karawaiewi 	Santschi, 1928h: 139
kazuoi	Polyrhachis kazuoi 	Kohout, 2008a: 291
kellyi	Polyrhachis kellyi 	Hung, 1967a: 201
keratifera	Polyrhachis (Myrmhopla) keratifera 	Karavaiev, 1927e: 39
kerri	Polyrhachis acantha var. kerri 	Forel, 1911g: 286 
kershawi	Polyrhachis (Hedomyrma) kershawi 	Clark, 1930c: 12
khepra	Polyrhachis khepra 	Bolton, 1973b: 334
kirkae	Polyrhachis (Florencea) kirkae 	Donisthorpe, 1937a: 624
kohouti	Polyrhachis (Hagiomyrma) kohouti 	Hoffmann, 2015: 54
labella	Polyrhachis labella 	Smith, F. 1860b: 101
laboriosa	Polyrhachis laboriosus 	Smith, F. 1858b: 72
lachesis	Polyrhachis lachesis 	Forel, in Emery, 1897d: 582 
laciniata	Polyrhachis laciniata 	Emery, 1900c: 335
lacteipennis	Polyrhachis lacteipennis 	Smith, F. 1858b: 60
laeta	Polyrhachis (Myrma) lauta var. laeta 	Emery, 1921e: 22 
laevigata	Polyrhachis laevigatus 	Smith, F. 1857a: 62 
laevissima	Polyrhachis laevissimus 	Smith, F. 1858b: 64
laevissimus	Polyrhachis laevissimus 	Smith, F. 1859a: 141 
lamellidens	Polyrhachis lamellidens 	Smith, F. 1874: 403 
laminata	Polyrhachis laminata 	Mayr, 1867a: 65
lancearia	Polyrhachis thrinax var. lancearius 	Forel, 1893c: 19 
lanuginosa	Polyrhachis lanuginosa 	Santschi, 1910c: 394
lata	Polyrhachis guerini subsp. lata 	Emery, 1895g: 357 
latharis	Polyrhachis latharis 	Bolton, 1973b: 348
latifrons	Polyrhachis latifrons 	Roger, 1863a: 155 
