species group name	protonym	 Author
latinota	Polyrhachis hostilis var. latinota 	Viehmeyer, 1912: 11
latispina	Polyrhachis (Myrma) latispina 	Emery, 1925b: 206
latispinosa	Polyrhachis (Myrma) latispinosa 	Donisthorpe, 1942d: 460
latona	Polyrhachis latona 	Wheeler, W.M. 1909d: 337 
latreillii	Formica latreillii 	Guérin-Méneville, 1838: 205 
laurae	Polyrhachis (Myrmatopa) schang var. laurae 	Menozzi, 1926e: 100 
lauta	Polyrhachis lauta 	Santschi, 1910c: 397
leae	Polyrhachis leae 	Forel, 1913g: 193 
leonidas	Polyrhachis leonidas 	Forel, 1901b: 34 
leopoldi	Polyrhachis (Chariomyrma) leopoldi 	Santschi, 1932b: 25
lepida	Polyrhachis lepida 	Kohout, 2006b: 113
lestoni	Polyrhachis lestoni 	Bolton, 1973b: 349
levior	Polyrhachis levior 	Roger, 1863b: 8
leviuscula	Polyrhachis (Myrmatopa) schang var. leviuscula 	Viehmeyer, 1916a: 164 
lilianae	Polyrhachis lilianae 	Forel, 1911b: 213 
limbata	Polyrhachis limbata 	Emery, 1897d: 585
limitis	Polyrhachis (Pseudocyrtomyrma) alexisi st. limitis 	Santschi, 1939c: 12 
linae	Polyrhachis (Cyrtomyrma) linae 	Donisthorpe, 1938c: 262
litigiosa	Polyrhachis relucens subsp. litigiosa 	Emery, 1897d: 581 
localis	Polyrhachis lauta var. localis 	Forel, 1913h: 359 
lombokensis	Polyrhachis lombokensis 	Emery, 1898b: 239 
longipes	Polyrhachis longipes 	Smith, F. 1859a: 140 
longipes	Polyrhachis (Campomyrma) longipes 	Wheeler, W.M. 1915g: 821
loriai	Polyrhachis loriai 	Emery, 1897d: 585
loweryi	Polyrhachis loweryi 	Kohout, 1990: 505 
lownei	Polyrhachis hookeri r. lownei 	Forel, 1895a: 44 
lucens	Polyrhachis (Myrmhopla) lucens 	Donisthorpe, 1947d: 194 
lucida	Polyrhachis thrinax subsp. lucida 	Emery, 1894b: 74
lucidiventris	Polyrhachis clypeata var. lucidiventris 	Forel, 1907a: 39 
lucidula	Polyrhachis hippomanes subsp. lucidula 	Emery, 1893f: 254 
lucidula	Polyrhachis thrinax subsp. lucidula 	Emery, 1893g: 269 
luctuosa	Polyrhachis (Cyrtomyrma) luctuosa 	Emery, 1921e: 25 
lugens	Polyrhachis lugens 	Mayr, 1867a: 63
lumi	Polyrhachis (Aulacomyrma) lumi 	Kohout, 2007a: 201
lycidas	Polyrhachis lycidas 	Smith, F. 1861b: 43
lydiae	Polyrhachis schencki r. lydiae 	Forel, 1902h: 523 
lyrifera	Polyrhachis (Pseudocyrtomyrma) lyrifera 	Stitz, 1933: 73
lysistrata	Polyrhachis (Myrmothrinax) lysistrata 	Santschi, 1920a: 569 
maai	Polyrhachis (Aulacomyrma) maai 	Kohout, 2007a: 227
mackayi	Polyrhachis (Cyrtomyrma) mackayi 	Donisthorpe, 1938c: 258
macropus	Polyrhachis (Campomyrma) macropus 	Wheeler, W.M. 1916e: 40
maculata	Polyrhachis (Campomyrma) polymnia var. maculata 	Forel, 1915b: 115 
maeandrifera	Polyrhachis lachesis subsp. maeandrifera 	Emery, 1897d: 582 
magnifica	Polyrhachis sexspinosa subsp. magnifica 	Menozzi, 1926e: 98 
major	Polyrhachis rastellata var. major 	Stitz, 1911a: 381 
malaccana	Polyrhachis (Myrmhopla) sexspinosa var. malaccana 	Viehmeyer, 1916a: 167
malaensis	Polyrhachis (Dolichorhachis) malaensis 	Mann, 1919: 386
maliau	Polyrhachis maliau 	Kohout, 2014: 16
malignus	Polyrhachis malignus 	Smith, F. 1858b: 70
mamba	Polyrhachis (Aulacomyrma) mamba 	Kohout, 2007a: 229
marginata	Polyrhachis marginatus 	Smith, F. 1859a: 139 
maryatiae	Polyrhachis (Myrmhopla) maryatiae 	Kohout, 2007b: 2
masaokai	Polyrhachis masaokai 	Kohout, 2008a: 279
maynei	Polyrhachis maynei 	Forel, 1911f: 282 
mayri	Polyrhachis mayri 	Roger, 1863b: 7
mayumbensis	Polyrhachis rufipalpis r. mayumbensis 	Forel, 1913h: 358 
mediopilosa	Polyrhachis (Myrma) schistacea st. atrociliata var. mediopilosa 	Santschi, 1923e: 295 
medusa	Polyrhachis schistacea r. medusa 	Forel, 1897c: 206 
melanura	Polyrhachis (Hagiomyrma) melanura 	Kohout, 2013e: 539
menelas	Polyrhachis menelas 	Forel, 1904c: 30 
menozzii	Polyrhachis (Myrmatopa) menozzii 	Karavaiev, 1927e: 9
mentor	Polyrhachis mentor 	Forel, 1901b: 31 
merops	Polyrhachis merops 	Smith, F. 1860b: 98
micans	Polyrhachis micans 	Mayr, 1876: 76 
militaris	Formica militaris 	Fabricius, 1782: 493 
mindanaensis	Polyrhachis (Polyrhachis) ypsilon var. mindanaensis 	Emery, 1923: 62 
minima	Polyrhachis (Aulacomyrma) minima 	Kohout, 2007a: 202
minor	Polyrhachis armata var. minor 	Forel, 1886d: 241 
minor	Polyrhachis bihamata var. minor 	Karavaiev, 1927e: 12 
mitrata	Polyrhachis (Myrmhopla) mitrata 	Menozzi, 1932f: 303 
mjobergi	Polyrhachis (Hedomyrma) mjobergi 	Forel, 1915b: 112 
modesta	Polyrhachis modestus 	Smith, F. 1857a: 62 
modiglianii	Polyrhachis modiglianii 	Emery, 1888a: 529
moeschi	Polyrhachis moeschi 	Forel, 1912n: 73 
moeschiella	Polyrhachis (Myrmhopla) gestroi var. moeschiella 	Forel, 1918a: 726
moesta	Polyrhachis hippomanes var. moesta 	Emery, 1887a: 237 
mondoi	Polyrhachis (Cyrtomyrma) mondoi 	Donisthorpe, 1938c: 250
monista	Polyrhachis monista 	Santschi, 1910c: 398
montana	Polyrhachis (Polyrhachis) montana 	Hung, 1970: 23
monteithi	Polyrhachis monteithi 	Kohout, 2006b: 101
moorei	Polyrhachis (Myrma) moorei 	Donisthorpe, 1941j: 208 
muara	Polyrhachis muara 	Kohout, 2009a: 13
mucronata	Polyrhachis mucronatus 	Smith, F. 1859a: 140 
mucronis	Polyrhachis (Myrmothrinax) thrinax var. mucronis 	Donisthorpe, 1942d: 460 
muelleri	Polyrhachis muelleri 	Forel, 1893c: 32 
multicella	Polyrhachis solmsi var. multicella 	Forel, 1911b: 214 
murina	Polyrhachis murina 	Emery, 1893e: 198 
muscula	Polyrhachis orsyllus r. musculus 	Forel, 1901b: 29 
mutata	Polyrhachis mutatus 	Smith, F. 1858b: 64
mutiliae	Polyrhachis mutiliae 	Smith, F. 1861b: 39
mystica	Polyrhachis (Aulacomyrma) mystica 	Karavaiev, 1927e: 41
narendrani	Polyrhachis (Myrma) narendrani 	Karmaly, 2004: 540
natalensis	Polyrhachis natalensis 	Santschi, 1914e: 41 
neglecta	Polyrhachis neglecta 	Kohout, 2008a: 285
neptunus	Polyrhachis neptunus 	Smith, F. 1865: 69
nesiotis	Polyrhachis (Myrma) relucens subsp. andromache var. nesiotis 	Mann, 1919: 380
neuguinensis	Polyrhachis neuguinensis 	Kohout, 2013a: 30
nidificans	Formica indificans 	Jerdon, 1851: 125 
nigra	Polyrhachis niger 	Mayr, 1862: 683 
nigrescens	Polyrhachis (Chariomyrma) nigrescens 	Karavaiev, 1927e: 16
nigriceps	Polyrhachis nigriceps 	Smith, F. 1863: 17 
nigricornis	Polyrhachis (Myrmhopla) tibialis var. nigricornis 	Santschi, 1928h: 136 
nigripes	Polyrhachis bicolor var. nigripes 	Emery, 1897d: 592 
nigripes	Polyrhachis (Myrmothrinax) thrinax var. nigripes 	Viehmeyer, 1916a: 164 
nigriseta	Polyrhachis nigriseta 	Santschi, 1910c: 399 
nigrita	Polyrhachis nigrita 	Mayr, 1895: 153 
nigronitens	Polyrhachis coerulescens var. nigronitens 	Viehmeyer, 1914b: 58 
nigropilosa	Polyrhachis nigropilosa 	Mayr, 1872: 141 
nitens	Polyrhachis (Chariomyrma) nitens 	Donisthorpe, 1943d: 464 
nitens	Polyrhachis (Hedomyrma) nitens 	Donisthorpe, 1944c: 65 
nitida	Polyrhachis nitidus 	Smith, F. 1857a: 61 
nitidissima	Polyrhachis (Myrma) sericata var. nitidissima 	Karavaiev, 1927e: 48 
nitidiventris	Polyrhachis sericata var. nitidiventris 	Stitz, 1911a: 375 
nkomoensis	Polyrhachis militaris var. nkomoensis 	Santschi, 1924b: 222 
noesaensis	Polyrhachis villipes var. noesaensis 	Forel, 1915a: 43 
nomo	Polyrhachis (Cyrtomyrma) rastellata var. nomo 	Donisthorpe, 1941c: 142 
noonananti	Polyrhachis (Myrma) noonananti 	Kohout, 2013f: 150
nox	Polyrhachis (Cyrtomyrma) nox 	Donisthorpe, 1938c: 249
nudata	Polyrhachis nudatus 	Smith, F. 1860a: 71 
numeria	Polyrhachis numeria 	Smith, F. 1861b: 42
obesior	Polyrhachis (Myrma) mayri var. obesior 	Viehmeyer, 1916a: 165 
obliqua	Polyrhachis labella var. obliqua 	Stitz, 1911a: 375
oblisa	Polyrhachis exasperata var. oblisa 	Forel, 1911d: 395 
obscura	Polyrhachis hookeri r. obscura 	Forel, 1895a: 44 
obsidiana	Polyrhachis (Myrma) gagates subsp. obsidiana 	Emery, 1921e: 21 
obsidiana	Polyrhachis (Cyrtomyrma) obsidiana 	Karavaiev, 1927e: 50
obsoleta	Polyrhachis simplex var. obsoleta 	Forel, 1893c: 26 
obtusa	Polyrhachis aurea var. obtusa 	Emery, 1897d: 589 
ochracea	Polyrhachis (Myrmhopla) ochracea 	Karavaiev, 1927e: 30 
oedacantha	Polyrhachis (Myrmhopla) oedacantha 	Wheeler, W.M. 1919e: 135 
oedipus	Polyrhachis oedipus 	Forel, 1893c: 31 
ogatai	Polyrhachis ogatai 	Kohout, 2008a: 281
olena	Polyrhachis olenus 	Smith, F. 1861b: 39
olybria	Polyrhachis olybrius 	Forel, 1912n: 73 
omissa	Polyrhachis omissa 	Rigato, 2016: 34
omyrmex	Dolichoderus (Irenia) omyrmex 	Donisthorpe, 1938e: 502
opacita	Polyrhachis (Campomyrma) opacita 	Kohout, 2013d: 102
opalescens	Polyrhachis (Chariomyrma) opalescens 	Clark, 1930c: 11
ops	Polyrhachis micans subsp. ops 	Forel, 1907h: 308 
orbihumera	Polyrhachis (Cyrtomyrma) orbihumera 	Xu, 2002b: 526
orientalis	Polyrhachis (Myrmhopla) tibialis var. orientalis 	Karavaiev, 1927e: 38 
ornata	Polyrhachis ornata 	Mayr, 1876: 73 
orokana	Polyrhachis (Aulacomyrma) orokana 	Kohout, 2007a: 231
orpheus	Polyrhachis orpheus 	Forel, 1911b: 216 
orsylla	Polyrhachis orsyllus 	Smith, F. 1861b: 39
osae	Polyrhachis (Myrmatopa) osae 	Mann, 1919: 384
osiris	Polyrhachis osiris 	Bolton, 1975c: 10
otleti	Polyrhachis (Myrma) otleti 	Forel, 1916: 449 
overbecki	Polyrhachis thrinax subsp. overbecki 	Dorow, 1995: 63
pacifica	Polyrhachis pacifica 	Kohout, 2006b: 140
pagana	Polyrhachis (Cyrtomyrma) rastellata var. pagana 	Santschi, 1928h: 134
pahangana	Polyrhachis furcata subsp. pahangana 	Forel, 1911d: 395 
palaearctica	Polyrhachis palaearctica 	Dietrich, 2004: 330
palawanensis	Polyrhachis (Myrma) palawanensis 	Kohout, 2013f: 155
pallipes	Polyrhachis (Aulacomyrma) pallipes 	Donisthorpe, 1948d: 603 
palmerae	Polyrhachis (Campomyrma) palmerae 	Kohout, 2013d: 104
pandarus	Polyrhachis pandarus 	Smith, F. 1857a: 62 
paprika	Polyrhachis biroi var. paprika 	Forel, 1911e: 296 
papuana	Polyrhachis relucens subsp. decipiens var. papuana 	Emery, 1897d: 580 
papuana	Polyrhachis heinlethi var. papuana 	Emery, 1900c: 336 
parabiotica	Polyrhachis (Anoplomyrma) parabiotica 	Chapman, 1963: 258
paracamponota	Polyrhachis paracamponota 	Wang, C. & Wu, 1991: 599
parallela	Polyrhachis caulomma var. parallela 	Viehmeyer, 1914d: 612 
paromala	Polyrhachis paromalus 	Smith, F. 1863: 15 
parsis	Polyrhachis tibialis var. parsis 	Emery, 1900d: 717 
parva	Polyrhachis (Aulacomyrma) parva 	Kohout, 2007a: 204
parvicella	Polyrhachis schang var. parvicella 	Forel, 1911b: 214 
patiens	Polyrhachis (Campomyrma) patiens 	Santschi, 1920g: 185 
pauperata	Polyrhachis mayri var. pauperata 	Emery, 1889b: 519 
paxilla	Polyrhachis paxillus 	Smith, F. 1863: 17 
pectita	Polyrhachis (Myrmhopla) tibialis var. pectita 	Santschi, 1928h: 136 
pelecta	Polyrhachis (Aulacomyrma) pelecta 	Kohout, 2007a: 233
pellita	Polyrhachis pellita 	Menozzi, 1922a: 356
penelope	Polyrhachis penelope 	Forel, 1895a: 46 
peregrina	Polyrhachis peregrinus 	Smith, F. 1860a: 71 
perplexa	Polyrhachis (Polyrhachis) bihamata var. perplexa 	Santschi, 1925f: 92 
personata	Polyrhachis (Myrmhopla) personata 	Wheeler, W.M. 1919e: 134 
perthensis	Polyrhachis (Campomyrma) sidnica var. perthensis 	Crawley, 1922c: 36 
phaenogaster	Polyrhachis (Pseudocyrtomyrma) revoili subsp. crassa var. phaenogaster 	Emery, 1921e: 24 
phalerata	Polyrhachis (Myrmatopa) phalerata 	Menozzi, 1926e: 102 
phidias	Polyrhachis phidias 	Forel, 1910e: 450 
philippinensis	Polyrhachis philippinensis 	Smith, F. 1858b: 69
phipsoni	Polyrhachis phipsoni 	Forel, 1894c: 399 
phryne	Polyrhachis phryne 	Forel, 1907a: 41 
phyllophilus	Polyrhachis phyllophilus 	Smith, F. 1860a: 69 
piliventris	Polyrhachis piliventris 	Smith, F. 1858b: 60
pilosa	Polyrhachis (Cyrtomyrma) rastellata var. pilosa 	Donisthorpe, 1938c: 256
plato	Polyrhachis plato 	Forel, 1911d: 393 
platynota	Polyrhachis (Myrmhopla) platynota 	Stitz, 1933: 74
platyomma	Polyrhachis (Pseudocyrtomyrma) platyomma 	Emery, 1921e: 24
plebeia	Polyrhachis (Myrma) schlueteri var. plebeia 	Santschi, 1914b: 143 
pleurata	Polyrhachis militaris st. cupreopubescens var. pleurata 	Santschi, 1924b: 223 
polluta	Polyrhachis (Myrma) nigropilosa var. polluta 	Menozzi, 1926e: 99 
polymnia	Polyrhachis polymnia 	Forel, 1902h: 532 
porcata	Polyrhachis (Aulacomyrma) porcata 	Emery, 1921e: 20 
pressa	Polyrhachis pressus 	Mayr, 1862: 681 
procera	Polyrhachis continua var. procera 	Emery, 1897d: 581 
prometheus	Polyrhachis (Campomyrma) prometheus 	Santschi, 1920a: 566 
proxima	Polyrhachis proxima 	Roger, 1863a: 155 
proximomayri	Polyrhachis mayri var. proximomayri 	Emery, 1896d: 379
pruinosa	Polyrhachis pruinosa 	Mayr, 1872: 142 
pruinosa	Polyrhachis (Myrma) sericata subsp. pruinosa 	Karavaiev, 1927e: 48 
pruinosula	Polyrhachis (Myrma) sericata var. pruinosula 	Santschi, 1928h: 139
pseuadonyma	Polyrhachis pseuadonyma 	Forel, 1886d: 243
pseudothrinax	Polyrhachis pseudothrinax 	Hung, 1967a: 199
pubescens	Polyrhachis pubescens 	Mayr, 1879: 657 
pubiventris	Polyrhachis villosa var. pubiventris 	Viehmeyer, 1914b: 59 
pulleni	Polyrhachis pulleni 	Kohout, 2013a: 35
punctata	Polyrhachis (Myrmhopla) punctata 	Karavaiev, 1927e: 36 
punctillata	Polyrhachis punctillata 	Roger, 1863a: 152 
punctinota	Polyrhachis beauforti var. punctinota 	Viehmeyer, 1914b: 58 
punctiventris	Polyrhachis punctiventris 	Mayr, 1876: 73 
pyrgops	Polyrhachis pyrgops 	Viehmeyer, 1912: 9
pyrrhus	Polyrhachis pyrrhus 	Forel, 1910b: 90 
quadricuspis	Polyrhachis quadricuspis 	Mayr, 1870b: 946 
queenslandica	Polyrhachis queenslandica 	Emery, 1895g: 356 
quinquedentata	Polyrhachis (Campomyrma) hirsuta subsp. quinquedentata 	Viehmeyer, 1925b: 147 
radicicola	Polyrhachis costulata var. radicicola 	Dahl, 1901: 15
ralumensis	Polyrhachis ralumensis 	Forel, 1901b: 34 
rastellata	Formica rastellata 	Latreille, 1802c: 130 
rastrata	Polyrhachis rastrata 	Emery, 1889b: 517 
reclinata	Polyrhachis sexspinosa var. reclinata 	Emery, 1887a: 236 
rectispina	Polyrhachis (Myrmhopla) dives var. rectispina 	Karavaiev, 1927e: 35 
regesa	Polyrhachis regesa 	Bolton, 1973b: 337
regularis	Polyrhachis regularis 	Mayr, 1867a: 63
reidi	Polyrhachis (Campomyrma) reidi 	Kohout, 2007c: 13
relucens	Formica relucens 	Latreille, 1802c: 131
rere	Polyrhachis (Chariomyrma) rere 	Mann, 1919: 381
restituta	Polyrhachis restituta 	Viehmeyer, 1913: 149
retrorsa	Polyrhachis retrorsa 	Emery, 1900d: 719 
retusa	Polyrhachis (Aulacomyrma) retusa 	Kohout, 2007a: 235
reversa	Polyrhachis abdominalis var. reversa 	André, 1896b: 253 
revocata	Polyrhachis continua var. revocata 	Viehmeyer, 1913: 151 
revoili	Polyrhachis revoili 	André, 1887: 285 
rhea	Polyrhachis sexspinosa subsp. rhea 	Forel, 1911e: 299 
ridleyi	Polyrhachis ridleyi 	Forel, 1912n: 71 
ritsemai	Polyrhachis ritsemai 	Mayr, 1883: 245 
rixosa	Polyrhachis rixosus 	Smith, F. 1858b: 68 
roberti	Polyrhachis (Aulacomyrma) roberti 	Kohout, 2007a: 206
robustior	Polyrhachis (Myrmhopla) tibialis var. robustior 	Karavaiev, 1927e: 39 
romanovi	Polyrhachis (Myrmhopla) acantha st. romanovi 	Santschi, 1928h: 139
roomi	Polyrhachis (Aulacomyrma) roomi 	Kohout, 2007a: 236
rotoccipita	Polyrhachis (Cyrtomyrma) rotoccipita 	Xu, 2002b: 528
rotumana	Polyrhachis (Chariomyrma) rotumana 	Wilson & Taylor, 1967: 99
rotundiceps	Polyrhachis (Chariomyrma) rotundiceps 	Karavaiev, 1927e: 18
rotundinota	Polyrhachis subcyanea var. rotundinota 	Viehmeyer, 1914b: 58 
rowlandi	Polyrhachis rowlandi 	Forel, 1910b: 85 
rubigastrica	Polyrhachis rubigastrica 	Wu, J. & Wang, in Wang, C. & Wu, 1991: 598
rubiginosa	Formica ruiginosa 	Le Guillou, 1842: 316 
rufipes	Polyrhachis rufipes 	Smith, F. 1858b: 66
rufiventris	Polyrhachis gestroi var. rufiventris 	Forel, 1911d: 391 
rufiventris	Polyrhachis alpheus var. rufiventris 	Emery, 1911c: 256 
rufofemorata	Polyrhachis rufofemoratus 	Smith, F. 1859a: 142 
rugifrons	Polyrhachis rugifrons 	Smith, F. 1860a: 70 
rugulosus	Polyrhachis rugulosus 	Mayr, 1862: 685
rupicapra	Polyrhachis rupicapra 	Roger, 1863a: 154 
rustica	Polyrhachis rustica 	Kohout, 1990: 505 
rutila	Polyrhachis rutila 	Kohout, 2006b: 104
saevissima	Polyrhachis saevissimus 	Smith, F. 1860a: 71 
saigonensis	Polyrhachis thrinax r. saigonensis 	Forel, 1886f: 199 
salebrosa	Polyrhachis salebrosa 	Kohout, 2008a: 296
salomo	Polyrhachis salomo 	Forel, 1910b: 87 
sanguinea	Polyrhachis frauenfeldi subsp. sanguinea 	Forel, 1911d: 393 
sankisiana	Polyrhachis militaris r. cupreopubescens var. sankisiana 	Forel, 1913b: 348 
santschii	Polyrhachis (Hedomyrma) santschi 	Mann, 1919: 375 
santschii	Polyrhachis (Pseudocyrtomyrma) lanuginosa subsp. santschii 	Emery, 1921e: 24 
sappho	Polyrhachis sappho 	Forel, 1911e: 299 
scabra	Polyrhachis scabra 	Kohout, 1987: 175
scapulata	Polyrhachis (Chariomyrma) scapulata 	Santschi, 1932b: 23
schang	Polyrhachis schang 	Forel, 1879a: 123 
schellerichae	Polyrhachis (Myrmhopla) schellerichae 	Dorow, 1996b: 122
schenckii	Polyrhachis schenkii 	Forel, 1886f: 198 
schistacea	Hoplomyrmus schistaceus 	Gerstäcker, 1859: 262 
schizospina	Polyrhachis (Johnia) schizospina 	Karavaiev, 1927e: 44
schlaginhaufeni	Polyrhachis schlaginhaufeni 	Viehmeyer, 1912: 12
schlueteri	Polyrhachis militaris r. schlueteri 	Forel, 1886f: 195 
schoopae	Polyrhachis appendiculata r. schoopae 	Forel, 1902h: 520 
schoutedeni	Polyrhachis (Myrma) schoutedeni 	Santschi, 1919c: 249 
schwiedlandi	Polyrhachis schwiedlandi 	Forel, 1902h: 529 
scissa	Hemioptica scissa 	Roger, 1862a: 240
sculpta	Polyrhachis sculpta 	Emery, 1887a: 226 
sculpturata	Polyrhachis sculpturatus 	Smith, F. 1860a: 70 
scutulata	Polyrhachis scutulatus 	Smith, F. 1859a: 140 
sedlaceki	Polyrhachis sedlaceki 	Kohout, 2006b: 132
selecta	Polyrhachis murina subsp. selecta 	Forel, 1911b: 215 
semiaurata	Polyrhachis semiaurata 	Mayr, 1876: 71 
semiinermis	Polyrhachis (Cyrtomyrma) rastellata var. semiinermis 	Donisthorpe, 1941j: 209 
semiobscura	Polyrhachis (Hagiomyrma) semiobscura 	Donisthorpe, 1944c: 65 
semipolita	Polyrhachis semipolita 	André, 1896b: 251 
semirufipes	Polyrhachis (Myrma) proxima var. semirufipes 	Donisthorpe, 1943d: 469 
semirufofemorata	Polyrhachis rufofemorata var. semirufofemorata 	Hung, 1967b: 415 
semitestacea	Polyrhachis andromache var. semitestacea 	Emery, 1900c: 334 
sempronia	Polyrhachis sempronia 	Forel, 1907a: 39 
senilis	Polyrhachis gab var. senilis 	Forel, 1902h: 520 
sericata	Formica sericata 	Guérin-Méneville, 1831, pl. 8, fig. 2; Guérin-Méneville, 1838: 203 
sericea	Polyrhachis (Myrmhopla) sexspinosa var. sericea 	Karavaiev, 1927e: 26
sericeopubescens	Polyrhachis (Myrma) sericeopubescens 	Donisthorpe, 1941h: 61 
sexspinosa	Formica sexspinosa 	Latreille, 1802c: 126
shattucki	Polyrhachis (Campomyrma) shattucki 	Kohout, 2013d: 115
shixingensis	Polyrhachis shixingensis 	Wu, J. & Wang, 1995: 166
siamensis	Polyrhachis sculpturata var. siamensis 	Mayr, 1879: 657 
sibangensis	Polyrhachis militaris var. sibangensis 	Santschi, 1910c: 400
sidnica	Polyrhachis sidnica 	Mayr, 1866b: 886
silvatica	Polyrhachis (Myrma) relucens st. ithonus var. silvatica 	Santschi, 1932b: 21
simillima	Polyrhachis simillima 	Emery, 1900d: 711 
simpla	Polyrhachis (Myrma) conops st. simpla 	Santschi, 1928h: 139
simplex	Polyrhachis simplex 	Mayr, 1862: 682 
simplex	Polyrhachis (Myrma) conops subsp. simplex 	Karavaiev, 1927e: 45 
simulans	Polyrhachis (Aulacomyrma) simulans 	Kohout, 2007a: 209
siwiensis	Polyrhachis (Myrmhopla) dives var. siwiensis 	Santschi, 1932b: 20 
smithersi	Polyrhachis (Campomyrma) smithersi 	Kohout, 2012b: 323
smithi	Polyrhachis smithi 	Emery, 1901g: 579 
smythiesii	Polyrhachis punctillata var. smythiesii 	Forel, 1895e: 456 
sokolova	Polyrhachis sokolova 	Forel, 1902h: 522 
solivaga	Polyrhachis (Myrmatopa) solivaga 	Menozzi, 1926e: 100 
solmsi	Polyrhachis solmsi 	Emery, 1887a: 224 
sophiae	Polyrhachis heinlethi var. sophiae 	Forel, 1902h: 521 
sophocles	Polyrhachis sophocles 	Forel, 1908a: 10 
sparaxes	Polyrhachis sparaxes 	Smith, F. 1863: 16 
spengeli	Polyrhachis spengeli 	Forel, 1912n: 69 
spinicola	Polyrhachis spinicola 	Forel, 1894b: 70 
spinifera	Polyrhachis conops var. spinifera 	Stitz, 1911a: 376
spinigera	Polyrhachis spiniger 	Mayr, 1879: 653 
spinosa	Polyrhachis spinosa 	Mayr, 1867a: 43
spitteleri	Polyrhachis (Myrma) spitelleri 	Forel, 1916: 450
splendens	Polyrhachis (Chariomyrma) splendens 	Santschi, 1932b: 22
spretula	Polyrhachis (Myrma) viscosa var. spretula 	Santschi, 1923e: 294 
storki	Polyrhachis storki 	Kohout, 2008a: 298
striata	Polyrhachis striatus 	Mayr, 1862: 686
striativentris	Polyrhachis militaris r. striativentris 	Emery, 1892d: 566 
striatorugosa	Polyrhachis striatorugosus 	Mayr, 1862: 686
stricta	Polyrhachis (Hagiomyrma) stricta 	Kohout, 2013e: 547
strictifrons	Polyrhachis strictifrons 	Emery, 1898b: 242
strigifrons	Polyrhachis coerulescens var. strigifrons 	Viehmeyer, 1914c: 535 
striolatorugosa	Polyrhachis cubaensis var. striolatorugosa 	Mayr, 1893: 195 
strumosa	Polyrhachis strumosa 	Kohout, 2006b: 132
stylifera	Polyrhachis (Cephalomyrma) stylifera 	Karavaiev, 1935a: 115
subaenescens	Polyrhachis subaenescens 	Viehmeyer, 1912: 10
subcarinata	Polyrhachis orsyllus subsp. subcarinata 	Emery, 1900d: 712 
subcyanea	Polyrhachis subcyanea 	Emery, 1897d: 586 
subfossa	Polyrhachis subfossa 	Viehmeyer, 1913: 154
subfossoides	Polyrhachis (Myrmhopla) subfossoides 	Karavaiev, 1927e: 37 
submarginata	Polyrhachis submarginata 	Rigato, 2016: 39
subnitens	Polyrhachis inconspicua var. subnitens 	Emery, 1895g: 357 
subpilosa	Polyrhachis subpilosa 	Emery, 1895k: 480 
subplana	Polyrhachis (Myrma) schistacea st. fracta var. subplana 	Santschi, 1914b: 142 
subtridens	Polyrhachis subtridens 	Emery, 1900d: 711 
sukarmani	Polyrhachis (Campomyrma) sukarmani 	Kohout, 2007c: 14
sulang	Polyrhachis sulang 	Kohout, 2006b: 115
sulcata	Polyrhachis sulcata 	André, 1895a: 1 
sulcifera	Polyrhachis (Aulacomyrma) sulcifera 	Kohout, 2007a: 210
sulcativentris	Polyrhachis (Hedomyrma) daemeli var. sulcativentris 	Emery, in Forel, 1915b: 111 
sumatrensis	Polyrhachis sumatrensis 	Smith, F. 1858b: 65
synacantha	Polyrhachis (Polyrhachis) ypsilon ab. synacantha 	Santschi, 1933d: 2 
tambourinensis	Polyrhachis (Campomyrma) sidnica var. tambourinensis 	Forel, 1915b: 113 
tanami	Polyrhachis (Hagiomyrma) tanami 	Kohout, 2013e: 549
taurus	Polyrhachis (Myrmatopa) taurus 	Donisthorpe, 1937c: 274
taylori	Polyrhachis (Polyrhachis) taylori 	Kohout, 1988b: 422
templi	Polyrhachis templi 	Forel, 1902h: 531 
tenebra	Polyrhachis (Hagiomyrma) tenebra 	Kohout, 2013e: 550
tenella	Polyrhachis furcata var. tenella 	Forel, 1902d: 289 
