species group name	protonym	 Author
958: fuscovarius	Aenictus fuscovarius 	Gerstäcker, 1859: 262 
959: gatesi	Aenictus binghami var. gatesi 	Wheeler, W.M. 1927b: 42 
960: gibbosus	Aenictus gibbosus 	Emery, in Dalla Torre, 1893: 7 
961: glabratus	Aenictus glabratus 	Jaitrong & Nur-Zati, 2010: 450
963: gonioccipus	Aenictus gonioccipus 	Jaitrong & Yamane, 2013: 190
964: gracilis	Aenictus gracilis 	Emery, 1893e: 187
965: grandis	Aenictus grandis 	Bingham, 1903: 11
966: greeni	Aenictus greeni 	Bingham, 1903: 11 
967: guineensis	Aenictus rotundatus st. guineensis 	Santschi, 1924b: 204
968: hamifer	Aenictus hamifer 	Emery, 1896i: 153
969: henanensis	Aenictus henanensis 	Li & Wang, 2005: 157 
970: henrii	Aenictus eugenii var. henrii 	Santschi, 1924b: 204 
971: hilli	Aenictus hilli 	Clark, 1928a: 38
972: hodgsoni	Aenictus fergusoni var. hodgsoni 	Forel, 1901a: 474 
974: hoelldobleri	Aenictus hoelldobleri 	Staab, 2015: 142
975: hottai	Aenictus hottai 	Terayama & Yamane, 1989: 598
976: humeralis	Aenictus humeralis 	Santschi, 1910g: 752
977: huonicus	Aenictus huonicus 	Wilson, 1964a: 465
978: icarus	Aenictus icarus 	Forel, 1911b: 197 
979: idoneus	Aenictus idoneus 	Menozzi, 1928b: 1
980: impressus	Aenictus bengalensis r. impressus 	Forel, in Karavaiev, 1927e: 7 
982: incautus	Aenictus icarus var. incauta 	Forel, 1911b: 198 
983: inconspicuus	Aenictus inconspicuus 	Westwood, 1845: 85 
984: indicus	Aenictus indicus 	Bharti, Wachkoo & Kumar, 2012: 292
985: inflatus	Aenictus inflatus 	Yamane & Hashimoto, 1999: 428
986: itoi	Aenictus itoi 	Jaitrong & Yamane, 2013: 192
987: jacobsoni	Aenictus jacobsoni 	Forel, 1909d: 222 
988: jarujini	Aenictus jarujini 	Jaitrong & Yamane, 2010: 329
989: javanus	Aenictus javanus 	Emery, 1896f: 245
990: jawadwipa	Aenictus jawadwipa 	Jaitrong & Yamane, 2013: 193
991: kanariensis	Aenictus clavatus var. kanariensis 	Forel, 1901a: 467 
992: karawaiewi	Aenictus fergusoni var. karawaiewi 	Wheeler, W.M. & Chapman, in Wheeler, W.M. 1930g: 199 
993: kenyensis	Aenictus eugeniae var. kenyensis 	Santschi, 1933b: 100 
994: khaoyaiensis	Aenictus khaoyaiensis 	Jaitrong & Yamane, 2013: 194
995: laeviceps	Typhlatta laeviceps 	Smith, F. 1857a: 79 
997: latifemoratus	Aenictus latifemoratus 	Terayama & Yamane, 1989: 600
998: latiscapus	Aenictus latiscapus 	Forel, 1901a: 471 
999: latro	Aenictus ceylonicus var. latro 	Forel, 1901a: 477 
1000: leliepvrei	Aenictus leliepvrei 	Bernard, 1953a: 134
1003: lifuiae	Aenictus lifuiae 	Terayama, 1984: 13
1004: longi	Aenictus longi 	Forel, 1901a: 470 
1005: longicephalus	Aenictus longicephalus 	Jaitrong & Yamane, 2013: 199
1010: luzoni	Aenictus luzoni 	Wheeler, W.M. & Chapman, 1925: 48
1011: magrettii	Aenictus magrettii 	Emery, 1892a: 110
1012: maneerati	Aenictus maneerati 	Jaitrong & Yamane, 2013: 201
1013: mariae	Aenictus mariae 	Emery, 1895h: 18
1015: martini	Aenictus martini 	Forel, 1901a: 473 
1016: mauritanicus	Aenictus mauritanicus 	Santschi, 1910g: 756
1017: maxillosus	Aenictus sumatrensis var. maxillosa 	Forel, 1913k: 24 
1018: mentu	Aenictus mentu 	Weber, 1942a: 40
1019: minipetiolus	Aenictus minipetiolus 	Jaitrong & Yamane, 2013: 203
1020: minutulus	Aenictus minutulus 	Terayama & Yamane, 1989: 601
1021: mocsaryi	Aenictus mocsaryi 	Emery, 1901h: 152
1022: moebii	Aenictus moebii 	Emery, 1895j: 747
1023: moestus	Aenictus luteus var. moestus 	Santschi, 1930a: 56
1024: montanus	Aenictus fergusoni var. montanus 	Forel, 1901a: 474 
1025: montivagus	Aenictus montivagus 	Jaitrong & Yamane, 2011: 41
1026: mutatus	Aenictus moebii st. mutatus 	Santschi, 1913c: 304
1027: natalensis	Aenictus mariae var. natalensis 	Forel, in Emery, 1901d: 49 
1030: nganduensis	Aenictus nganduensis 	Wilson, 1964a: 470
1031: nishimurai	Aenictus nishimurai 	Terayama & Kubota, 1993: 70
1032: noctivagus	Aenictus bottegoi st. noctivagus 	Santschi, 1913c: 303
1035: orientalis	Eciton (	Aenictus) ceylonicus subsp. orientalis Karavaiev, 1926d: 423
1036: pachycerus	Eciton pachycerus 	Smith, F. 1858b: 153 
1037: pangantihoni	Aenictus pangantihoni 	Zettel & Sorger, 2010b: 120
1038: papuanus	Aenictus papuanus 	Donisthorpe, 1941c: 129 
1039: paradentatus	Aenictus paradentatus 	Jaitrong & Yamane, in Jaitrong, Yamane & Tasen, 2012: 136
1040: parahuonicus	Aenictus parahuonicus 	Jaitrong & Yamane, 2011: 19
1041: peguensis	Aenictus peguensis 	Emery, 1895k: 452 
1042: pfeifferi	Aenictus pfeifferi 	Zettel & Sorger, 2010b: 116
1043: pharao	Aenictus pharao 	Santschi, 1924b: 201
1044: philiporum	Aenictus philiporum 	Wilson, 1964a: 473
1045: philippinensis	Aenictus (	Aenictus) philippinensis Chapman, 1963: 247
1046: piercei	Aenictus (	Aenictus) piercei Wheeler, W.M. & Chapman, in Wheeler, W.M. 1930g: 209
1047: pilosus	Aenictus pilosus 	Jaitrong & Yamane, 2013: 205
1048: piltzi	Aenictus fergusoni var. piltzi 	Forel, 1901a: 474 
1049: pinkaewi	Aenictus pinkaewi 	Jaitrong & Yamane, 2013: 207
1050: porizonoides	Enictus porizonoides 	Walker, 1860: 306 
1051: powersi	Aenictus (	Aenictus) powersi Wheeler, W.M. & Chapman, in Wheeler, W.M. 1930g: 210
1052: prolixus	Aenictus prolixus 	Shattuck, 2008c: 14
1053: pubescens	Aenictus pubescens 	Smith, F. 1859b: 10
1054: pudicus	Aenictus mutatus st. pudicus 	Santschi, 1919b: 234 
1055: punctatus	Aenictus punctatus 	Jaitrong & Yamane, 2012: 72
1057: punensis	Aenictus punensis 	Forel, 1901a: 476 
1058: rabori	Aenictus (	Aenictus) rabori Chapman, 1963: 249
1060: reyesi	Aenictus (	Aenictus) reyesi Chapman, 1963: 250
1061: rhodiensis	Aenictus rhodiensis 	Menozzi, 1936d: 266
1062: rixator	Aenictus rixator 	Forel, in Emery, 1901d: 48 
1063: rotundatus	Aenictus rotundatus 	Mayr, 1901b: 1 
1064: rotundicollis	Aenictus rotundicollis 	Jaitrong & Yamane, 2011: 41
1065: sagei	Aenictus wroughtonii var. sagei 	Forel, 1901a: 469 
1066: sagittarius	Aenictus fuscovarius st. sagittarius 	Santschi, 1938a: 30
1067: samungi	Aenictus samungi 	Jaitrong & Ruangsittichai, 2018: 109
1068: sankisianus	Aenictus moebii r. sankisianus 	Forel, 1913b: 312 
1069: satoi	Aenictus latiscapus st. sauteri var. satoi 	Santschi, 1937h: 367 
1071: sauteri	Aenictus latiscapus r. sauteri 	Forel, 1913f: 188 
1072: schneirlai	Aenictus schneirlai 	Wilson, 1964a: 479
1073: scutellaris	Aenictus punctiventris var. scutellaris 	Forel, 1912n: 53 
1074: seletarius	Aenictus seletarius 	Wong & Guénard, 2016b: 37
1075: (Meghalaya)	Status as species: 	Bharti, Wachkoo & Kumar, 2012: 293 
1076: shuckardi	Aenictus shuckardi 	Forel, 1901a: 471 
1077: siamensis	Aenictus siamensis 	Jaitrong & Yamane, 2011: 42
1078: silvestrii	Aenictus (	Paraenictus) silvestrii Wheeler, W.M. 1929g: 28
1079: similis	Aenictus similis 	Donisthorpe, 1948g: 131 
1080: sirenicus	Aenictus sirenicus 	Yamane & Wang, 2015: 53
1081: smythiesii	Aenictus laeviceps var. smythiesii 	Forel, 1901a: 465 
1082: sonchaengi	Aenictus sonchaengi 	Jaitrong & Yamane, 2011: 43
1083: soudanicus	Aenictus soudanicus 	Santschi, 1910g: 758
1084: spathifer	Aenictus spathifer 	Santschi, 1928h: 119
1085: steindachneri	Aenictus steindachneri 	Mayr, 1901b: 2 
1086: stenocephalus	Aenictus stenocephalus 	Jaitrong & Yamane, in Jaitrong, et al. 2010: 41
1087: subterraneus	Aenictus subterraneus 	Jaitrong & Hashimoto, 2012: 40
1088: sulawesiensis	Aenictus sulawesiensis 	Jaitrong & Wiwatwitaya, 2013: 100
1089: sumatrensis	Aenictus sumatrensis 	Forel, 1913k: 23 
1090: sundaicus	Aenictus clavatus subsp. sundaicus 	Forel, 1909d: 223 
1091: sundaica	Eciton (	Aenictus) fergusoni var. sundaica Karavaiev, 1927e: 7 
1092: sundalandensis	Aenictus sundalandensis 	Jaitrong & Yamane, 2013: 209
1093: taivanae	Aenictus longi r. taivanae 	Forel, 1913f: 189 
1094: thailandianus	Aenictus thailandianus 	Terayama & Kubota, 1993: 71
1095: togoensis	Aenictus togoensis 	Santschi, 1915c: 248 
1098: tuberculatus	Aenictus tuberculatus 	Arnold, 1915: 142 
1099: turneri	Aenictus turneri 	Forel, 1900b: 75 
1100: unicolor	Aenictus unicolor 	Radoszkovsky, 1881: 198
1101: vaucheri	Aenictus vaucheri 	Emery, 1915a: 252
1102: vieti	Aenictus vieti 	Jaitrong & Yamane, in Jaitrong, et al. 2010: 44
1103: villiersi	Aenictus villiersi 	Bernard, 1953b: 221
1104: watanasiti	Aenictus watanasiti 	Jaitrong & Yamane, 2013: 213
1105: wayani	Aenictus wayani 	Jaitrong & Yamane, 2011: 22
1106: weissi	Aenictus weissi 	Santschi, 1910c: 354
1107: westwoodi	Aenictus ambiguus var. westwoodi 	Forel, 1901a: 469 
1108: wilaiae	Aenictus wilaiae 	Jaitrong & Yamane, 2013: 215
1109: wilsoni	Aenictus wilsoni 	Bharti, Wachkoo & Kumar, 2012: 292
1110: wiwatwitayai	Aenictus wiwatwitayai 	Jaitrong & Yamane, 2013: 218
1111: wroughtonii	Aenictus wroughtonii 	Forel, 1890b: ciii 
1112: wudangshanensis	Aenictus wudangshanensis 	Wang, W. 2006: 637
1113: yamanei	Aenictus yamanei 	Wiwatwitaya & Jaitrong, 2011: 562
1114: yangi	Aenictus yangi 	Liu, C., Hita Garcia, et al. 2015: 40
1115: zhengi	Aenictus zhengi 	Zhang, W. 1994: 101 
1118: meridionalis	Agraulomyrmex meridionalis 	Prins, 1983: 2
1119: wilsoni	Agraulomyrmex wilsoni 	Prins, 1983: 5
1122: aberrans	Formica aberrans 	Mayr, 1877: 7 
1124: flavicornis	Cataglyphis cursor subsp. flavicornis 	Kuznetsov-Ugamsky, 1926a: 72 
1125: nitidior	Formica (	Proformica) aberrans var. nitidior Forel, 1904b: 383 
1126: obscurior	Alloformica obscurior 	Dlussky, in Dlussky, Soyunov & Zabelin, 1990: 145
1129: angulatus	Allomerus decemarticulatus subsp. octoarticulatus var. angulatus 	Wheeler, W.M. & Mann, in Wheeler, W.M. 1942: 201 
1130: brevipilosus	Allomerus brevipilosus 	Fernández, 2007a: 164 
1131: decemarticulatus	Allomerus decemarticulatus 	Mayr, 1878: 874 
1132: demerarae	Allomerus octoarticulatus var. demerarae 	Wheeler, W.M., in Wheeler, G.C. 1935: 92
1133: dentatus	Allomerus dentatus 	Fernández, 2007a: 166
1134: exsanguis	Allomerus decemarticulatus subsp. octoarticulatus var. exsanguis 	Wheeler, W.M. & Mann, in Wheeler, W.M. 1942: 200 
1135: maietae	Allomerus maietae 	Fernández, 2007a: 167
1136: melanoticus	Allomerus decemarticulatus subsp. octoarticulatus var. melanoticus 	Wheeler, W.M. & Mann, in Wheeler, W.M. 1942: 202 
1137: novemarticulatus	Allomerus decemarticulatus subsp. novemarticulatus 	Wheeler, W.M. & Mann, in Wheeler, W.M. 1942: 199 
1138: octoarticulatus	Allomerus octoarticulatus 	Mayr, 1878: 874 
1140: septemarticulatus	Allomerus septemarticulatus 	Mayr, 1878: 874 
1141: tuberculatus	Allomerus octoarticulatus r. tuberculatus 	Forel, 1912g: 2 
1142: undecemarticulatus	Allomerus undecemarticulatus 	Fernández, 2007a: 172
1145: aberrans	Amblyopone aberrans 	Wheeler, W.M. 1927c: 26
1151: clarki	Amblyopone clarki 	Wheeler, W.M. 1927c: 24
1154: fortis	Amblyopone australis var. fortis 	Forel, 1910b: 1 
1155: foveolata	Amblyopone australis subsp. foveolata 	Wheeler, W.M. 1927c: 9 
1164: laevidens	Amblyopone laevidens 	Emery, 1887b: 447 
1166: leae	Amblyopone leae 	Wheeler, W.M. 1927c: 16
1168: longidens	Amblyopone ferruginea var. longidens 	Forel, 1910b: 1 
1171: mandibularis	Amblyopone mandibularis 	Clark, 1928a: 33
1173: mercovichi	Amblyopone mercovichi 	Brown, 1960a: 201
1174: michaelseni	Amblyopone michaelseni 	Forel, 1907h: 263 
1175: minor	Amblyopone minor 	Forel, 1915b: 1 
1179: norfolkensis	Amblyopone australis subsp. cephalotes var. norfolkensis 	Wheeler, W.M. 1927c: 15 
1180: obscura	Amblyopone obscura 	Smith, F. 1858b: 109 
1189: polyrhachioides	Ancyridris polyrhachioides 	Wheeler, W.M. 1935a: 2
1190: rupicapra	Pheidole (	Pheidolacanthinus) rupicapra Stitz, 1938: 99
1193: simoni	Aneuretus simoni 	Emery, 1893a: cclxxvi 
1194: butteli	Aneuretus butteli 	Forel, 1912m: 770 
1197: bruchi	Anillidris bruchi 	Santschi, 1936d: 414
1201: continentis	Anillomyrma decamera subsp. continentis 	Wheeler, W.M. 1927h: 96 
1206: abstracta	Anochetus bequaerti st. abstracta 	Santschi, 1914e: 12 
1207: africanus	Stenomyrmex africanus 	Mayr, 1865: 11 
1208: agilis	Anochetus agilis 	Emery, 1901a: 52 
1209: alae	Anochetus alae 	Shattuck & Slipinska, 2012: 6
1210: altisquamis	Anochetus altisquamis 	Mayr, 1887: 529 
1211: amati	Anochetus amati 	Karavaiev, 1925c: 285
1213: angolensis	Anochetus angolensis 	Brown, 1978c: 600
1214: annetteae	Anochetus annetteae 	Sharaf, in Sharaf, Monks, et al. 2017: 81
1215: armstrongi	Anochetus armstrongi 	McAreavey, 1949: 1
1216: aurifrons	Anochetus pellucidus var. aurifrons 	Santschi, 1910c: 351 
1217: australis	Anochetus mayri subsp. australis 	Emery, 1906c: 117
1218: avius	Anochetus avius 	Shattuck & Slipinska, 2012: 8
1219: beccarii	Anochetus beccarii 	Emery, 1884a: 379 
1220: bequaerti	Anochetus bequaerti 	Forel, 1913b: 309 
1221: bierigi	Anochetus bierigi 	Santschi, 1931c: 268
1222: bispinosus	Odontomachus bispinosus 	Smith, F. 1858b: 199 
1223: boltoni	Anochetus boltoni 	Fisher, in Fisher & Smith, 2008: 4
1225: brevis	Anochetus brevis 	Brown, 1978c: 581
1226: butteli	Anochetus longifossatus r. butteli 	Forel, 1913k: 18 
1227: bytinskii	Anochetus bytinskii 	Kugler, J. & Ionescu, 2007: 289 
1228: cameroni	Anochetus cameroni 	Forel, 1915c: 352 
1229: camerunensis	Anochetus africanus var. camerunensis 	Mayr, 1896: 236 
1230: cato	Anochetus cato 	Forel, 1901b: 6 
1231: chirichinii	Anochetus chirichinii 	Emery, 1897c: 597
1232: chocoensis	Anochetus chocoensis 	Zabala, 2008: 129 
1233: concinnus	Anochetus concinnus 	Santschi, 1920b: 9 
1235: consultans	Formica consultans 	Walker, 1859: 373 
1237: cryptus	Anochetus cryptus 	Bharti & Wachkoo, 2013a: 138
1238: diabolus	Anochetus rectangularis var. diabolus 	Forel, 1915b: 35 
1239: diegensis	Anochetus diegensis 	Forel, 1912c: 29 
1241: durbanensis	Anochetus punctatus var. durbanensis 	Arnold, 1926: 215 
1242: elegans	Anochetus elegans 	Lattke, 1987a: 353
1243: emarginatus	Myrmecia emarginata 	Fabricius, 1804: 426 
1244: estus	Anochetus estus 	Wheeler, W.M. 1922a: 98 
1245: evansi	Anochetus evansi 	Crawley, 1922a: 85 
1248: faurei	Anochetus faurei 	Arnold, 1948: 215
1249: filicornis	Myrmapatetes filicornis 	Wheeler, W.M. 1929b: 6
1250: fricatus	Anochetus fricatus 	Wilson, 1959a: 506 
1251: friederichsi	Anochetus africanus var. friederichsi 	Forel, 1918b: 155 
1252: fuliginosus	Anochetus fuliginosus 	Arnold, 1948: 214
1253: fumata	Anochetus altisquamis forma fumata 	Luederwaldt, 1918: 53 
1254: ghilianii	Odontomachus ghilianii 	Spinola, 1851b: 55 
1255: gladiator	Stenomyrmex gladiator 	Mayr, 1862: 712 
1258: gladiator	Odontomachus gladiator 	Smith, F. 1871a: 320
1260: gladiator	Odontomachus gladiator 	Donisthorpe, 1932c: 467
1261: gnomulus	Anochetus gnomulus 	Bernard, 1953b: 214
1262: gracilicornis	Anochetus gracilicornis 	Viehmeyer, 1923: 87
1263: gracilis	Anochetus gracilis 	Karavaiev, 1925c: 286
1264: graeffei	Anochetus graeffei 	Mayr, 1870b: 961 
1266: grandidieri	Anochetus grandidieri 	Forel, 1891b: 108
1267: haytianus	Anochetus (	Stenomyrmex) haytianus Wheeler, W.M. & Mann, 1914: 15
1268: hohenbergiae	Anochetus hohenbergiae 	Feitosa & Delabie, in Feitosa, Lacau, et al. 2012: 254
1269: horridus	Anochetus (	Stenomyrmex) horridus Kempf, 1964f: 239
1270: inca	Anochetus (	Stenomyrmex) inca Wheeler, W.M. 1925a: 8 
1271: incultus	Anochetus incultus 	Brown, 1978c: 578
1272: indicus	Anochetus sedilloti var. indicus 	Forel, 1900c: 61 
1273: ineditus	Anochetus ineditus 	Baroni Urbani, 1971b: 360
1275: inermis	Anochetus (	Stenomyrmex) inermis André, 1889: 221 
1277: isolatus	Anochetus cato subsp. isolatus 	Mann, 1919: 302
1278: jacobsoni	Anochetus jacobsoni 	Forel, 1911b: 193 
1279: jacobsoni	Anochetus jacobsoni 	Menozzi, 1939b: 178
1280: jonesi	Anochetus jonesi 	Arnold, 1926: 216
1281: kanariensis	Anochetus orientalis r. kanariensis 	Forel, 1900c: 62 
1282: katonae	Anochetus grandidieri var. katonae 	Forel, 1907a: 1 
1284: kempfi	Anochetus kempfi 	Brown, 1978c: 611
1285: laeta	Anochetus princeps var. laeta 	Forel, 1910a: 27 
1287: laeviusculus	Anochetus mayri subsp. laeviusculus 	Wheeler, W.M. 1911a: 22 
1288: lamottei	Anochetus lamottei 	Bernard, 1953b: 212
1289: lanyuensis	Anochetus lanyuensis 	Leong, Tsai, et al. 2018: 125
1290: latunei	Anochetus turneri var. latunei 	Forel, 1915b: 35 
1291: levaillanti	Anochetus levaillanti 	Emery, 1895h: 21 
1292: leyticus	Anochetus leyticus 	Zettel, 2012: 159
1293: longiceps	Anochetus parvus var. longiceps 	Santschi, 1914d: 331 
1294: longifossatus	Anochetus longifossatus 	Mayr, 1897: 425 
1295: longispinus	Anochetus (	Stenomyrmex) haytianus subsp. longispina Wheeler, W.M. 1936b: 196 
1296: longus	Anochetus longus 	Chen, Yang & Zhou, 2019: 55
1298: madagascarensis	Anochetus africanus var. madagascarensis 	Forel, 1887: 382 
1299: madaraszi	Anochetus madaraszi 	Mayr, 1897: 424 
1300: madecassus	Anochetus madecassus 	Santschi, 1928d: 54 
1301: maryatiae	Anochetus maryatiae 	Nuril Aida & Idris, 2011: 302
1302: maynei	Anochetus pellucidus var. maynei 	Forel, 1913h: 347 
1303: mayri	Anochetus mayri 	Emery, 1884a: 378 
1305: medogensis	Anochetus medogensis 	Chen, Yang & Zhou, 2019: 60
1306: meinerti	Anochetus inermis var. meinerti 	Forel, 1905b: 156 
1308: micans	Anochetus micans 	Brown, 1978c: 557
1309: minans	Anochetus minans 	Mann, 1922: 17 
1310: minutus	Anochetus minutus 	Karavaiev, 1925c: 288
1311: miserabilis	Anochetus miserabilis 	González-Campero & Elizalde, 2008: 98
1312: mixtus	Anochetus mixtus 	Radchenko, 1993a: 77
1313: modicus	Anochetus modicus 	Brown, 1978c: 582 
1314: mordax	Anochetus mordax 	Donisthorpe, 1942d: 452 
1315: muticus	Anochetus (	Stenomyrmex) muticus Emery, 1890a: 65 
1316: muzziolii	Anochetus muzziolii 	Menozzi, 1932d: 4
1317: myops	Anochetus myops 	Emery, 1893e: 201
1320: opaciventris	Anochetus opaciventris 	Wheeler, W.M. 1922a: 98 
1321: orchidicola	Anochetus orchidicola 	Brown, 1978c: 619 
1322: oriens	Anochetus (	Stenomyrmex) oriens Kempf, 1964f: 240
1323: orientalis	Anochetus orientalis 	André, 1887: 291 
1324: pangantihoni	Anochetus pangantihoni 	Zettel, 2012: 159
1325: pangens	Formica pangens 	Walker, 1859: 371 
1326: paripungens	Anochetus paripungens 	Brown, 1978c: 596
1327: parvus	Anochetus parvus 	Santschi, 1914d: 330 
1328: pasteuri	Anochetus pasteuri 	Santschi, 1923e: 265 
1329: pattersoni	Anochetus pattersoni 	Fisher, in Fisher & Smith, 2008: 13
1330: pellucidus	Anochetus pellucidus 	Emery, 1902d: 33 
1331: peracer	Anochetus peracer 	Brown, 1978c: 579
1332: princeps	Anochetus princeps 	Emery, 1884a: 379 
1333: pubescens	Anochetus pubescens 	Brown, 1978c: 607
1334: punctaticeps	Anochetus punctaticeps 	Mayr, 1901b: 4 
1335: punctatus	Anochetus punctatus 	Santschi, 1914e: 13 
1336: punctiventris	Anochetus punctiventris 	Mayr, 1879: 659 
1339: renatae	Anochetus renatae 	Shattuck & Slipinska, 2012: 18
1340: risii	Anochetus risii 	Forel, 1900c: 60 
1341: rossi	Anochetus rossi 	Donisthorpe, 1947d: 186 
1342: rossi	Anochetus rossi 	Donisthorpe, 1949c: 747 
1343: rothschildi	Anochetus rothschildi 	Forel, 1907c: 129 
1344: rudis	Anochetus rudis 	Emery, 1889b: 499 
1345: rufolatus	Anochetus rufolatus 	Shattuck & Slipinska, 2012: 20
1346: rufus	Odontomachus rufus 	Jerdon, 1851: 116 
1347: ruginotus	Anochetus ruginotus 	Stitz, 1925: 114 
1349: rugosus	Odontomachus rugosus 	Smith, F. 1857a: 65 
1350: rugosus	Anochetus (	Stenomyrmex) emarginatus r. rugosus Emery, 1890a: 63 
1351: schoedli	Anochetus schoedli 	Zettel, 2012: 161
1352: schoutedeni	Anochetus schoutedeni 	Santschi, 1923e: 264 
1353: sedilloti	Anochetus sedilloti 	Emery, 1884a: 377
1354: seminiger	Anochetus seminiger 	Donisthorpe, 1943a: 170 
1356: serratus	Anochetus serratus 	Stitz, 1925: 113 
1357: shohki	Anochetus shohki 	Terayama, 1996: 15
1358: silvaticus	Anochetus silvaticus 	Bernard, 1953b: 212
1359: simoni	Anochetus (	Stenomyrmex) simoni Emery, 1890a: 64 
1360: siphneus	Anochetus siphneus 	Brown, 1978c: 608
1361: smithii	Odontomachus smithii 	Roger, 1863b: 21
1362: splendens	Anochetus splendens 	Karavaiev, 1925c: 289
1363: splendidulus	Anochetus splendidulus 	Yasumatsu, 1940b: 313
1364: striatulus	Anochetus (	Stenomyrmex) emarginatus r. striatulus Emery, 1890a: 64 
1365: strigatellus	Anochetus strigatellus 	Brown, 1978c: 582 
1366: subcoecus	Anochetus subcoecus 	Forel, 1912a: 46 
1367: subfasciatus	Anochetus cato var. subfasciatus 	Mann, 1919: 301 
1368: sudanicus	Anochetus sudanicus 	Weber, 1942a: 47
1369: taipingensis	Anochetus jacobsoni var. taipingensis 	Forel, 1913k: 18 
1370: taiwaniensis	Anochetus taiwaniensis 	Terayama, 1989a: 26
1371: talpa	Anochetus talpa 	Forel, 1901f: 351 
1372: targionii	Anochetus targionii 	Emery, 1894c: 187 
1373: taylori	Anochetus punctiventris r. taylori 	Forel, 1900c: 63 
1374: testaceus	Anochetus (	Stenomyrmex) emarginatus r. testaceus Forel, 1893g: 356 
1376: traegaordhi	Anochetus traegaordhi 	Mayr, 1904b: 2 
1378: tua	Anochetus tua 	Brown, 1978c: 580
1379: turneri	Anochetus turneri 	Forel, 1900b: 55 
1380: tyrannicus	Odontomachus tyrannicus 	Smith, F. 1861b: 44
1382: ustus	Anochetus schoutedeni var. ustus 	Santschi, 1923e: 265 
1383: validus	Anochetus validus 	Bharti & Wachkoo, 2013a: 141
1384: vallensis	Anochetus vallensis 	Lattke, 1987a: 355
1385: variegatus	Anochetus cato var. variegatus 	Donisthorpe, 1938d: 597 
1386: veronicae	Anochetus veronicae 	Shattuck & Slipinska, 2012: 23
1387: vexator	Anochetus (	Stenomyrmex) vexator Kempf, 1964f: 243
1388: victoriae	Anochetus victoriae 	Shattuck & Slipinska, 2012: 24
1394: boltoni	Anomalomyrma boltoni 	Borowiec, M.L. et al. 2011: 3
