Subfamily	Genus	Species	Subspecies	Current valid name
Myrmicinae	Carebara	australis	mjobergi	Carebara affinis
Myrmicinae	Carebara	bellicosa		Carebara affinis
Myrmicinae	Carebara	calida		Carebara affinis
Myrmicinae	Carebara	colossus		Carebara vidua
Myrmicinae	Carebara	corniger	parvicornis	Carebara cornigera
Myrmicinae	Carebara	dux		Carebara vidua
Myrmicinae	Carebara	eidmanni		Carebara menozzii
Myrmicinae	Carebara	eidmanni		Carebara urichi
Myrmicinae	Carebara	hewitti		Carebara semilaevis
Myrmicinae	Carebara	incerta		Carebara incierta
Myrmicinae	Carebara	kenyensis		Carebara alluaudi
Myrmicinae	Carebara	laboriosa		Carebara affinis
Myrmicinae	Carebara	mayri		Carebara gustavmayri
Myrmicinae	Carebara	megacephala		Carebara diversa
Myrmicinae	Carebara	megacephalotes		Carebara diversa
Myrmicinae	Carebara	militaris		Carebara diversa
Myrmicinae	Carebara	morai		Carebara urichi
Myrmicinae	Carebara	nanus		Carebara pumilia
Myrmicinae	Carebara	nevermanni		Carebara urichi
Myrmicinae	Carebara	ocellifera		Carebara diversa
Myrmicinae	Carebara	pabulator		Carebara diversa
Myrmicinae	Carebara	perpusillum	arnoldi	Carebara perpusilla
Myrmicinae	Carebara	perpusillus	arnoldianus	Carebara perpusilla
Myrmicinae	Carebara	perpusillus	concedens	Carebara perpusilla
Myrmicinae	Carebara	perpusillus	spinosus	Carebara perpusilla
Myrmicinae	Carebara	polita		Carebara diversa
Myrmicinae	Carebara	punctatus		Carebara silvestrii
Myrmicinae	Carebara	pygmaeus	albipes	Carebara pygmaea
Myrmicinae	Carebara	pygmaeus	bugnioni	Carebara pygmaea
Myrmicinae	Carebara	pygmaeus	simalurensis	Carebara pygmaea
Myrmicinae	Carebara	rubrobrunea		Carebara rubra
Myrmicinae	Carebara	rugosus		Carebara rugoflabella
Myrmicinae	Carebara	semistriata		Carebara reina
Myrmicinae	Carebara	silvestrii		Carebara guineana
Myrmicinae	Carebara	silvestrii		Carebara wheeleri
Myrmicinae	Carebara	silvestrii		Carebara luzonensis
Myrmicinae	Carebara	speculifrons		Carebara silena
Myrmicinae	Carebara	striata		Carebara arabara
Myrmicinae	Carebara	taprobanae		Carebara sinhala
Myrmicinae	Carebara	vidua	abdominalis	Carebara vidua
Myrmicinae	Carebara	winifredae		Carebara anophthalma
Myrmicinae	Cataulacus	baumi	batonga	Cataulacus intrudens
Myrmicinae	Cataulacus	baumi	bulawayensis	Cataulacus intrudens
Myrmicinae	Cataulacus	baumi	gazanus	Cataulacus intrudens
Myrmicinae	Cataulacus	baumi	pseudotrema	Cataulacus intrudens
Myrmicinae	Cataulacus	baumi		Cataulacus intrudens
Myrmicinae	Cataulacus	brookei		Cataulacus hispidulus
Myrmicinae	Cataulacus	coriaceus		Cataulacus pullus
Myrmicinae	Cataulacus	donisthorpei		Cataulacus striativentris
Myrmicinae	Cataulacus	egenus	simplex	Cataulacus egenus
Myrmicinae	Cataulacus	erinaceus	crassispina	Cataulacus erinaceus
Myrmicinae	Cataulacus	foveolatus		Cataulacus kohli
Myrmicinae	Cataulacus	foveosquamosus		Cataulacus intrudens
Myrmicinae	Cataulacus	granulatus	andamanensis	Cataulacus simoni
Myrmicinae	Cataulacus	guineensis	sulcinodis	Cataulacus guineensis
Myrmicinae	Cataulacus	hararicus		Cataulacus intrudens
Myrmicinae	Cataulacus	hispidus		Cataulacus granulatus
Myrmicinae	Cataulacus	huberi	guilelmi	Cataulacus huberi
Myrmicinae	Cataulacus	huberi	herteri	Cataulacus huberi
Myrmicinae	Cataulacus	huberi	longispinus	Cataulacus huberi
Myrmicinae	Cataulacus	insularis		Cataulacus horridus
Myrmicinae	Cataulacus	intrudens	intermedius	Cataulacus intrudens
Myrmicinae	Cataulacus	intrudens	rugosus	Cataulacus intrudens
Myrmicinae	Cataulacus	intrudens	tristiculus	Cataulacus micans
Myrmicinae	Cataulacus	jeanneli	aethiops	Cataulacus weissi
Myrmicinae	Cataulacus	jeanneli	loveridgei	Cataulacus jeanneli
Myrmicinae	Cataulacus	johannae	densipunctatus	Cataulacus intrudens
Myrmicinae	Cataulacus	johannae		Cataulacus intrudens
Myrmicinae	Cataulacus	kohli	brazzavillensis	Cataulacus kohli
Myrmicinae	Cataulacus	latipes		Cataulacus kohli
Myrmicinae	Cataulacus	latissimus	mimula	Cataulacus latissimus
Myrmicinae	Cataulacus	lujae	gilviventris	Cataulacus lujae
Myrmicinae	Cataulacus	marleyi		Cataulacus traegaordhi
Myrmicinae	Cataulacus	meduseus		Cataulacus brevisetosus
Myrmicinae	Cataulacus	micans	durbanensis	Cataulacus wissmannii
Myrmicinae	Cataulacus	mocquerysi	nainei	Cataulacus mocquerysi
Myrmicinae	Cataulacus	parallelus		Cataulacus guineensis
Myrmicinae	Cataulacus	praetextus	sumatrensis	Cataulacus praetextus
Myrmicinae	Cataulacus	pullus	orientalis	Cataulacus pullus
Myrmicinae	Cataulacus	pygmaeus	bakusuensis	Cataulacus pygmaeus
Myrmicinae	Cataulacus	pygmaeus	chariensis	Cataulacus pygmaeus
Myrmicinae	Cataulacus	pygmaeus	degener	Cataulacus jeanneli
Myrmicinae	Cataulacus	pygmaeus	suddensis	Cataulacus traegaordhi
Myrmicinae	Cataulacus	reticulatus	minor	Cataulacus reticulatus
Myrmicinae	Cataulacus	rugosus	subrugosus	Cataulacus intrudens
Myrmicinae	Cataulacus	schoutedeni		Cataulacus tardus
Myrmicinae	Cataulacus	sulcatus	alenensis	Cataulacus guineensis
Myrmicinae	Cataulacus	sulcatus	fernandensis	Cataulacus guineensis
Myrmicinae	Cataulacus	sulcatus		Cataulacus guineensis
Myrmicinae	Cataulacus	traegaordhi	plectroniae	Cataulacus weissi
Myrmicinae	Cataulacus	traegaordhi	ugandensis	Cataulacus traegaordhi
Myrmicinae	Cataulacus	umbilicatus		Cataulacus intrudens
Myrmicinae	Cataulacus	wissmanni	linearis	Cataulacus wissmannii
Myrmicinae	Cataulacus	wissmanni	otii	Cataulacus wissmannii
Myrmicinae	Cephalotes	abdominalis		Cephalotes opacus
Myrmicinae	Cephalotes	aethiops		Cephalotes oculatus
Myrmicinae	Cephalotes	angulatus		Cephalotes complanatus
Myrmicinae	Cephalotes	angulosus		Cephalotes scutulatus
Myrmicinae	Cephalotes	angustus	clarior	Cephalotes angustus
Myrmicinae	Cephalotes	araneolus		Cephalotes pallens
Myrmicinae	Cephalotes	atratus	crassispina	Cephalotes atratus
Myrmicinae	Cephalotes	atratus	erectus	Cephalotes atratus
Myrmicinae	Cephalotes	atratus	nitidiventris	Cephalotes atratus
Myrmicinae	Cephalotes	atratus	rufiventris	Cephalotes atratus
Myrmicinae	Cephalotes	aztecus		Cephalotes bimaculatus
Myrmicinae	Cephalotes	bohlsi	medusa	Cephalotes bohlsi
Myrmicinae	Cephalotes	caustica		Cephalotes pusillus
Myrmicinae	Cephalotes	cognatus		Cephalotes minutus
Myrmicinae	Cephalotes	convexus		Cephalotes quadratus
Myrmicinae	Cephalotes	cordatus	boliviensis	Cephalotes cordatus
Myrmicinae	Cephalotes	cordatus	multispinus	Cephalotes basalis
Myrmicinae	Cephalotes	cristatus	ruficeps	Cephalotes angustus
Myrmicinae	Cephalotes	decemspinosus	spissus	Cephalotes marginatus
Myrmicinae	Cephalotes	decemspinosus		Cephalotes marginatus
Myrmicinae	Cephalotes	denticulatus	variegata	Cephalotes conspersus
Myrmicinae	Cephalotes	denticulatus		Cephalotes targionii
Myrmicinae	Cephalotes	depressus	sorocabensis	Cephalotes depressus
Myrmicinae	Cephalotes	discocephalus		Cephalotes pallens
Myrmicinae	Cephalotes	dubitatus		Cephalotes atratus
Myrmicinae	Cephalotes	elegans		Cephalotes umbraculatus
Myrmicinae	Cephalotes	elongatus		Cephalotes pusillus
Myrmicinae	Cephalotes	exiguus		Cephalotes minutus
Myrmicinae	Cephalotes	fenestralis		Cephalotes placidus
Myrmicinae	Cephalotes	fervidus		Cephalotes membranaceus
Myrmicinae	Cephalotes	flavomaculatus		Cephalotes umbraculatus
Myrmicinae	Cephalotes	fleddermanni		Cephalotes notatus
Myrmicinae	Cephalotes	gibbosus		Cephalotes multispinosus
Myrmicinae	Cephalotes	grandinosus	magdalenensis	Cephalotes maculatus
Myrmicinae	Cephalotes	grandinosus	nevadensis	Cephalotes grandinosus
Myrmicinae	Cephalotes	guttatus	trivialis	Cephalotes bivestitus
Myrmicinae	Cephalotes	guttifer		Cephalotes fiebrigi
Myrmicinae	Cephalotes	haemorrhoidalis	affinis	Cephalotes hamulus
Myrmicinae	Cephalotes	haemorrhoidalis	signatus	Cephalotes unimaculatus
Myrmicinae	Cephalotes	hamulus	haytianus	Cephalotes hamulus
Myrmicinae	Cephalotes	hamulus	steinheili	Cephalotes unimaculatus
Myrmicinae	Cephalotes	iheringi	pampaensis	Cephalotes bruchi
Myrmicinae	Cephalotes	jucundus		Cephalotes scutulatus
Myrmicinae	Cephalotes	laminatus	peruvianus	Cephalotes spinosus
Myrmicinae	Cephalotes	lobigaster	fides	Cephalotes liogaster
Myrmicinae	Cephalotes	lobigaster		Cephalotes lanuginosus
Myrmicinae	Cephalotes	maculatus	nanus	Cephalotes maculatus
Myrmicinae	Cephalotes	multispinus	amazonensis	Cephalotes complanatus
Myrmicinae	Cephalotes	obtusus		Cephalotes pusillus
Myrmicinae	Cephalotes	peltatus	ellenriederi	Cephalotes jheringi
Myrmicinae	Cephalotes	peltatus		Cephalotes jheringi
Myrmicinae	Cephalotes	punctatus		Cephalotes spinosus
Myrmicinae	Cephalotes	pusillus	brevispinosa	Cephalotes pusillus
Myrmicinae	Cephalotes	quadridens		Cephalotes atratus
Myrmicinae	Cephalotes	quadriguttatus		Cephalotes umbraculatus
Myrmicinae	Cephalotes	quadrimaculatus		Cephalotes minutus
Myrmicinae	Cephalotes	ridiculus		Cephalotes bruchi
Myrmicinae	Cephalotes	setulifer	orbis	Cephalotes setulifer
Myrmicinae	Cephalotes	silvae		Cephalotes femoralis
Myrmicinae	Cephalotes	striativentris		Cephalotes pallidicephalus
Myrmicinae	Cephalotes	varians	marginata	Cephalotes decoloratus
Myrmicinae	Cephalotes	volxemi		Cephalotes minutus
Myrmicinae	Crematogaster	aberrans	assmuthi	Crematogaster aberrans
Myrmicinae	Crematogaster	aberrans	inglebyi	Crematogaster aberrans
Myrmicinae	Crematogaster	abstinens	chacoana	Crematogaster abstinens
Myrmicinae	Crematogaster	abstinens	suturalis	Crematogaster abstinens
Myrmicinae	Crematogaster	acuta	centralis	Crematogaster acuta
Myrmicinae	Crematogaster	adrepens		Crematogaster kelleri
Myrmicinae	Crematogaster	agnita		Crematogaster obscurata
Myrmicinae	Crematogaster	apicalis		Crematogaster betapicalis
Myrmicinae	Crematogaster	arborea		Crematogaster laeviuscula
Myrmicinae	Crematogaster	arcuata	aruga	Crematogaster arcuata
Myrmicinae	Crematogaster	arizonensis		Crematogaster torosa
Myrmicinae	Crematogaster	armandi		Crematogaster brasiliensis
Myrmicinae	Crematogaster	ashmeadi	matura	Crematogaster ashmeadi
Myrmicinae	Crematogaster	atitlanica		Crematogaster sumichrasti
Myrmicinae	Crematogaster	atkinsoni	helveola	Crematogaster atkinsoni
Myrmicinae	Crematogaster	auberti	iberica	Crematogaster auberti
Myrmicinae	Crematogaster	auberti	karawaewi	Crematogaster schmidti
Myrmicinae	Crematogaster	auberti	sordida	Crematogaster antaris
Myrmicinae	Crematogaster	barbouri		Crematogaster cubaensis
Myrmicinae	Crematogaster	bequaerti	saga	Crematogaster bequaerti modica
Myrmicinae	Crematogaster	bicolor		Crematogaster laeviuscula
Myrmicinae	Crematogaster	biroi		Crematogaster emeryi
Myrmicinae	Crematogaster	boxi		Crematogaster wellmani
Myrmicinae	Crematogaster	brasiliensis	cocciphila	Crematogaster brasiliensis
Myrmicinae	Crematogaster	brevispinosa	chathamensis	Crematogaster crinosa
Myrmicinae	Crematogaster	brevispinosa	malevolens	Crematogaster rochai
Myrmicinae	Crematogaster	brevispinosa	minutior	Crematogaster crinosa
Myrmicinae	Crematogaster	brevispinosa	projecta	Crematogaster erecta
Myrmicinae	Crematogaster	brevispinosa	recurvispina	Crematogaster crinosa
Myrmicinae	Crematogaster	brevispinosa	sampaioi	Crematogaster crinosa
Myrmicinae	Crematogaster	brevispinosa	schuppi	Crematogaster crinosa
Myrmicinae	Crematogaster	brevispinosa	striatinota	Crematogaster crinosa
Myrmicinae	Crematogaster	brevispinosa	townsendi	Crematogaster crinosa
Myrmicinae	Crematogaster	brevispinosa	tumulifera	Crematogaster torosa
Myrmicinae	Crematogaster	brevispinosa		Crematogaster crinosa
Myrmicinae	Crematogaster	brunneola		Crematogaster rasoherinae
Myrmicinae	Crematogaster	buchneri	foreli	Crematogaster depressa
Myrmicinae	Crematogaster	buddhae	sic	Crematogaster treubi
Myrmicinae	Crematogaster	bulawayensis		Crematogaster gerstaeckeri oraclum
Myrmicinae	Crematogaster	castanea	decolorata	Crematogaster laeviuscula
Myrmicinae	Crematogaster	cephalotes		Crematogaster gerstaeckeri
Myrmicinae	Crematogaster	clara		Crematogaster laeviuscula
Myrmicinae	Crematogaster	coelestis	kloofensis	Crematogaster liengmei weitzeckeri
Myrmicinae	Crematogaster	columbiana		Crematogaster lineolata
Myrmicinae	Crematogaster	constructor	kirbyi	Crematogaster constructor kirbyella
Myrmicinae	Crematogaster	creightoni		Crematogaster pilosa
Myrmicinae	Crematogaster	curvispinosa	antillana	Crematogaster curvispinosa
Myrmicinae	Crematogaster	curvispinosa	kemali	Crematogaster curvispinosa
Myrmicinae	Crematogaster	curvispinosa	obscura	Crematogaster curvispinosa
Myrmicinae	Crematogaster	curvispinosa	panamana	Crematogaster curvispinosa
Myrmicinae	Crematogaster	degeeri	lunaris	Crematogaster degeeri
Myrmicinae	Crematogaster	descarpentriesi		Crematogaster ranavalonae
Myrmicinae	Crematogaster	descolei		Crematogaster distans
Myrmicinae	Crematogaster	dewasi		Crematogaster wellmani
Myrmicinae	Crematogaster	distans	cordinoda	Crematogaster distans
Myrmicinae	Crematogaster	distans	paraensis	Crematogaster distans
Myrmicinae	Crematogaster	distans	parviceps	Crematogaster distans
Myrmicinae	Crematogaster	distans	pevsnerae	Crematogaster distans
Myrmicinae	Crematogaster	distans	rugiceps	Crematogaster corticicola
Myrmicinae	Crematogaster	distans	vanda	Crematogaster distans
Myrmicinae	Crematogaster	ebenina	corax	Crematogaster ebenina
Myrmicinae	Crematogaster	edentata		Crematogaster difformis
Myrmicinae	Crematogaster	emmae	laticeps	Crematogaster ranavalonae
Myrmicinae	Crematogaster	emmae		Crematogaster ranavalonae
Myrmicinae	Crematogaster	esterelana		Crematogaster sordidula
Myrmicinae	Crematogaster	evallans	carbonescens	Crematogaster evallans
Myrmicinae	Crematogaster	excisa	andrei	Crematogaster impressa
Myrmicinae	Crematogaster	fuliginea		Crematogaster curvispinosa
Myrmicinae	Crematogaster	fulmeki		Crematogaster mucronata
Myrmicinae	Crematogaster	fulva		Crematogaster gambiensis
Myrmicinae	Crematogaster	gambiensis	longiruga	Crematogaster gambiensis
Myrmicinae	Crematogaster	gibba		Crematogaster kelleri
Myrmicinae	Crematogaster	godfreyi	foraminicipoides	Crematogaster gerstaeckeri oraclum
Myrmicinae	Crematogaster	haematocephala		Crematogaster scutellaris
Myrmicinae	Crematogaster	halli		Crematogaster buchneri
Myrmicinae	Crematogaster	hova	latinoda	Crematogaster hova
Myrmicinae	Crematogaster	hyperphyes		Crematogaster stollii
Myrmicinae	Crematogaster	inca	ascendens	Crematogaster limata
Myrmicinae	Crematogaster	inca		Crematogaster brasiliensis
Myrmicinae	Crematogaster	inops		Crematogaster ranavalonae
Myrmicinae	Crematogaster	kennedyi		Crematogaster cerasi
Myrmicinae	Crematogaster	laboriosa		Crematogaster nawai
Myrmicinae	Crematogaster	laestrygon	vaucheri	Crematogaster laestrygon
Myrmicinae	Crematogaster	limata	dextella	Crematogaster limata
Myrmicinae	Crematogaster	limata	ludio	Crematogaster brasiliensis
Myrmicinae	Crematogaster	limata	palans	Crematogaster limata
Myrmicinae	Crematogaster	limata	parabiotica	Crematogaster carinata
Myrmicinae	Crematogaster	lineolata	subopaca	Crematogaster lineolata
Myrmicinae	Crematogaster	longiceps		Crematogaster longicephala
Myrmicinae	Crematogaster	longispina	boliviana	Crematogaster longispina nura
Myrmicinae	Crematogaster	magnifica	nociva	Crematogaster magnifica
Myrmicinae	Crematogaster	mandibularis		Crematogaster depressa
Myrmicinae	Crematogaster	marylandica		Crematogaster lineolata
Myrmicinae	Crematogaster	matsumurai	iwatensis	Crematogaster matsumurai
Myrmicinae	Crematogaster	mayri		Crematogaster sordidula
Myrmicinae	Crematogaster	millardi		Crematogaster treubi
Myrmicinae	Crematogaster	minutissima	thoracica	Crematogaster minutissima smithi
Myrmicinae	Crematogaster	modiglianii	anamita	Crematogaster modiglianii
Myrmicinae	Crematogaster	modiglianii	anoemica	Crematogaster modiglianii
Myrmicinae	Crematogaster	modiglianii	clemensae	Crematogaster modiglianii
Myrmicinae	Crematogaster	modiglianii	sarawakana	Crematogaster modiglianii
Myrmicinae	Crematogaster	modiglianii	surbeki	Crematogaster modiglianii
Myrmicinae	Crematogaster	montezumia	cristulata	Crematogaster montezumia
Myrmicinae	Crematogaster	montezumia	functa	Crematogaster montezumia
Myrmicinae	Crematogaster	montezumia	proletaria	Crematogaster montezumia
Myrmicinae	Crematogaster	moorei		Crematogaster inflata
Myrmicinae	Crematogaster	neuvillei	carininotum	Crematogaster gerstaeckeri godefreyi
Myrmicinae	Crematogaster	novaeboracensis		Crematogaster lineolata
Myrmicinae	Crematogaster	obscurus		Crematogaster obscurior
Myrmicinae	Crematogaster	opaca	texana	Crematogaster lineolata
Myrmicinae	Crematogaster	ornatipilis		Crematogaster abstinens
Myrmicinae	Crematogaster	parvispina		Crematogaster stollii
Myrmicinae	Crematogaster	perthensis		Crematogaster frivola
Myrmicinae	Crematogaster	piceus		Crematogaster pallipes
Myrmicinae	Crematogaster	platygnatha		Crematogaster depressa
Myrmicinae	Crematogaster	punctulata		Crematogaster lineolata
Myrmicinae	Crematogaster	quadriceps		Crematogaster acuta
Myrmicinae	Crematogaster	quadriformis	erici	Crematogaster abstinens
Myrmicinae	Crematogaster	quadriformis	gracilior	Crematogaster quadriformis
Myrmicinae	Crematogaster	quadriformis	vezenyii	Crematogaster quadriformis
Myrmicinae	Crematogaster	ranavalonae	paulinae	Crematogaster ranavalonae
Myrmicinae	Crematogaster	ranavalonae	pepo	Crematogaster ranavalonae
Myrmicinae	Crematogaster	rasoherinae	brunnea	Crematogaster rasoherinae
Myrmicinae	Crematogaster	rediana		Crematogaster scutellaris
Myrmicinae	Crematogaster	rubriceps		Crematogaster scutellaris
Myrmicinae	Crematogaster	ruficeps		Crematogaster scutellaris
Myrmicinae	Crematogaster	sculpturata	accola	Crematogaster curvispinosa
Myrmicinae	Crematogaster	sculpturata	phytoeca	Crematogaster curvispinosa
Myrmicinae	Crematogaster	sculpturata		Crematogaster curvispinosa
Myrmicinae	Crematogaster	scutellaris	christowitchii	Crematogaster schmidti
Myrmicinae	Crematogaster	scutellaris	corsica	Crematogaster scutellaris
Myrmicinae	Crematogaster	scutellaris	degener	Crematogaster scutellaris
Myrmicinae	Crematogaster	scutellaris	grouvellei	Crematogaster scutellaris
Myrmicinae	Crematogaster	scutellaris	lichtensteini	Crematogaster scutellaris
Myrmicinae	Crematogaster	scutellaris	medispina	Crematogaster schmidti
Myrmicinae	Crematogaster	sewellii	improba	Crematogaster dentata
Myrmicinae	Crematogaster	sordidula	caspica	Crematogaster sordidula
Myrmicinae	Crematogaster	sordidula	flachii	Crematogaster sordidula
Myrmicinae	Crematogaster	sordidula	japonica	Crematogaster osakensis
Myrmicinae	Crematogaster	sordidula	kosti	Crematogaster bogojawlenskii
Myrmicinae	Crematogaster	soror		Crematogaster aberrans
Myrmicinae	Crematogaster	stethogompha	detritinodis	Crematogaster vacca
Myrmicinae	Crematogaster	stethogompha		Crematogaster vacca
Myrmicinae	Crematogaster	stolli	autruni	Crematogaster stollii
Myrmicinae	Crematogaster	stolli	guianensis	Crematogaster stollii
Myrmicinae	Crematogaster	stollii	amazonensis	Crematogaster stollii
Myrmicinae	Crematogaster	subnuda	formosae	Crematogaster subnuda nigrosubnuda
Myrmicinae	Crematogaster	subsulcata		Crematogaster resulcata
Myrmicinae	Crematogaster	sulcata	ramulinida	Crematogaster montezumia
Myrmicinae	Crematogaster	sulcata		Crematogaster montezumia
Myrmicinae	Crematogaster	sumichrasti	maya	Crematogaster sumichrasti
Myrmicinae	Crematogaster	sumichrasti	surdior	Crematogaster sumichrasti
Myrmicinae	Crematogaster	terricola		Crematogaster cristata
Myrmicinae	Crematogaster	treubi	vastatrix	Crematogaster treubi
Myrmicinae	Crematogaster	tricolor	decolor	Crematogaster castanea
Myrmicinae	Crematogaster	vicina	wighti	Crematogaster vicina
Myrmicinae	Crematogaster	virgula		Crematogaster erecta
Myrmicinae	Crematogaster	voeltzkowi		Crematogaster rasoherinae
Myrmicinae	Crematogaster	wellmani	retusa	Crematogaster wellmani
Myrmicinae	Crematogaster	wladimiri		Crematogaster karawaiewi
Myrmicinae	Cyphomyrmex	acutus		Cyphomyrmex salvini
Myrmicinae	Cyphomyrmex	bigibbosus	petiolatus	Cyphomyrmex faunulus
Myrmicinae	Cyphomyrmex	bigibbosus	tumulus	Cyphomyrmex bigibbosus
Myrmicinae	Cyphomyrmex	championi		Cyphomyrmex salvini
Myrmicinae	Cyphomyrmex	colombianus		Cyphomyrmex costatus
Myrmicinae	Cyphomyrmex	difformis		Cyphomyrmex rimosus
Myrmicinae	Cyphomyrmex	quebradae		Cyphomyrmex olitor
Myrmicinae	Cyphomyrmex	rimosa	atrata	Cyphomyrmex minutus
Myrmicinae	Cyphomyrmex	rimosus	arnoldi	Cyphomyrmex minutus
Myrmicinae	Cyphomyrmex	rimosus	breviscapus	Cyphomyrmex minutus
Myrmicinae	Cyphomyrmex	rimosus	cochunae	Cyphomyrmex rimosus
Myrmicinae	Cyphomyrmex	rimosus	comalensis	Cyphomyrmex minutus
Myrmicinae	Cyphomyrmex	rimosus	curiapensis	Cyphomyrmex rimosus
Myrmicinae	Cyphomyrmex	rimosus	dentatus	Cyphomyrmex flavidus
Myrmicinae	Cyphomyrmex	rimosus	flavescens	Cyphomyrmex minutus
Myrmicinae	Cyphomyrmex	rimosus	fuscula	Cyphomyrmex rimosus
Myrmicinae	Cyphomyrmex	rimosus	fuscus	Cyphomyrmex rimosus
Myrmicinae	Cyphomyrmex	rimosus	olindanus	Cyphomyrmex transversus
Myrmicinae	Cyphomyrmex	rimosus	pencosensis	Cyphomyrmex transversus
Myrmicinae	Cyphomyrmex	rimosus	trinitatis	Cyphomyrmex hamulatus
Myrmicinae	Cyphomyrmex	rimosus	venezuelensis	Cyphomyrmex minutus
Myrmicinae	Cyphomyrmex	steinheili		Cyphomyrmex minutus
Myrmicinae	Daceton	cordata		Daceton armigerum
Myrmicinae	Dicroaspis	wheeleri		Dicroaspis cryptocera
Myrmicinae	Dilobocondyla	cataulacoidea	concolor	Dilobocondyla cataulacoidea
Myrmicinae	Dilobocondyla	escherichi		Dilobocondyla didita
Myrmicinae	Dilobocondyla	fouqueti	lighti	Dilobocondyla fouqueti
Myrmicinae	Epopostruma	quadrispinosa	ferruginea	Epopostruma quadrispinosa
Myrmicinae	Eurhopalothrix	amoena		Eurhopalothrix bolaui
Myrmicinae	Eurhopalothrix	angulinodis		Eurhopalothrix procera
Myrmicinae	Eurhopalothrix	borneensis		Eurhopalothrix procera
Myrmicinae	Eurhopalothrix	elegans		Eurhopalothrix emeryi
Myrmicinae	Eurhopalothrix	kokodensis		Eurhopalothrix procera
Myrmicinae	Eurhopalothrix	manni		Eurhopalothrix procera
Myrmicinae	Eurhopalothrix	mixta		Eurhopalothrix brevicornis
Myrmicinae	Eurhopalothrix	procera	ballionii	Eurhopalothrix procera
Myrmicinae	Eurhopalothrix	procera	malua	Eurhopalothrix procera
Myrmicinae	Eurhopalothrix	procera	samoana	Eurhopalothrix procera
Myrmicinae	Eurhopalothrix	reichenspergeri		Eurhopalothrix gravis
Myrmicinae	Eurhopalothrix	subdentatus		Eurhopalothrix procera
Myrmicinae	Formicoxenus	emersoni	glacialis	Formicoxenus provancheri
Myrmicinae	Formicoxenus	emersoni	hirtipilis	Formicoxenus provancheri
Myrmicinae	Formicoxenus	emersoni		Formicoxenus provancheri
Myrmicinae	Formicoxenus	hirticornis	formidolosus	Formicoxenus hirticornis
Myrmicinae	Formicoxenus	laeviuscula		Formicoxenus nitidulus
Myrmicinae	Formicoxenus	nitidulus	picea	Formicoxenus nitidulus
Myrmicinae	Formicoxenus	orientalis		Formicoxenus sibiricus
Myrmicinae	Gauromyrmex	donisthorpei		Gauromyrmex acanthinus
Myrmicinae	Gesomyrmex	janeti		Gesomyrmex chaperi
Myrmicinae	Gesomyrmex	luzonensis	chapmani	Gesomyrmex luzonensis
Myrmicinae	Goniomma	blanci	tuneticus	Goniomma hispanicum
Myrmicinae	Goniomma	hispanicum	gallica	Goniomma hispanicum
Myrmicinae	Goniomma	maurum		Goniomma hispanicum
Myrmicinae	Goniomma	otini		Goniomma hispanicum
Myrmicinae	Harpagoxenus	hirtula		Harpagoxenus sublaevis
Myrmicinae	Huberia	striata	rufescens	Huberia striata
Myrmicinae	Hylomyrma	goeldii		Hylomyrma reitteri
Myrmicinae	Hylomyrma	speciosa		Hylomyrma balzani
Myrmicinae	Kalathomyrmex	bolivari		Kalathomyrmex emeryi
Myrmicinae	Kalathomyrmex	emeryi	arenicola	Kalathomyrmex emeryi
Myrmicinae	Kalathomyrmex	emeryi	argentina	Kalathomyrmex emeryi
Myrmicinae	Kalathomyrmex	emeryi	fortis	Kalathomyrmex emeryi
Myrmicinae	Kalathomyrmex	emeryi	gallardoi	Kalathomyrmex emeryi
Myrmicinae	Kalathomyrmex	emeryi	hubrichi	Kalathomyrmex emeryi
Myrmicinae	Kalathomyrmex	emeryi	weiseri	Kalathomyrmex emeryi
Myrmicinae	Kalathomyrmex	glaber		Kalathomyrmex emeryi
Myrmicinae	Kalathomyrmex	hummelincki		Kalathomyrmex emeryi
Myrmicinae	Leptothorax	acervorum	flavescens	Leptothorax muscorum
Myrmicinae	Leptothorax	acervorum	kamtshaticus	Leptothorax acervorum
Myrmicinae	Leptothorax	acervorum	nigrescens	Leptothorax acervorum
Myrmicinae	Leptothorax	acervorum	orientalis	Leptothorax acervorum
Myrmicinae	Leptothorax	acervorum	superus	Leptothorax acervorum
Myrmicinae	Leptothorax	canadensis	obscurus	Leptothorax muscorum
Myrmicinae	Leptothorax	canadensis	yankee	Leptothorax muscorum
Myrmicinae	Leptothorax	canadensis		Leptothorax muscorum
Myrmicinae	Leptothorax	lacteipennis		Leptothorax acervorum
Myrmicinae	Leptothorax	muscorum	betulae	Leptothorax muscorum
Myrmicinae	Leptothorax	muscorum	fagi	Leptothorax muscorum
Myrmicinae	Leptothorax	muscorum	septentrionalis	Leptothorax muscorum
Myrmicinae	Leptothorax	muscorum	sordidus	Leptothorax muscorum
Myrmicinae	Leptothorax	yankee	kincaidi	Leptothorax muscorum
Myrmicinae	Liomyrmex	aurianus		Liomyrmex gestroi
Myrmicinae	Liomyrmex	butteli		Liomyrmex gestroi
Myrmicinae	Liomyrmex	caeca		Liomyrmex gestroi
Myrmicinae	Liomyrmex	carinatus		Liomyrmex gestroi
Myrmicinae	Liomyrmex	froggatti	major	Liomyrmex gestroi
Myrmicinae	Liomyrmex	froggatti		Liomyrmex gestroi
Myrmicinae	Liomyrmex	reneae		Liomyrmex gestroi
Myrmicinae	Liomyrmex	tagalanus		Liomyrmex gestroi
