Subfamily	Genus	Species	Subspecies	Current valid name
Formicinae	Cataglyphis	viaticus	setipes	Cataglyphis longipedem
Formicinae	Cataglyphis	viaticus	turcomanica	Cataglyphis longipedem
Formicinae	Cladomyrma	cryptata		Cladomyrma andrei
Formicinae	Cladomyrma	mossyna		Cladomyrma petalae
Formicinae	Echinopla	corrugata		Echinopla arfaki
Formicinae	Echinopla	rugosa	Stitz	Echinopla arfaki
Formicinae	Echinopla	sucki		Echinopla lineata
Formicinae	Echinopla	turneri	pictipes	Echinopla turneri
Formicinae	Euprenolepis	antespectans		Euprenolepis procera
Formicinae	Formica	apicalis		Formica rufa
Formicinae	Formica	balcanina		Formica cinerea
Formicinae	Formica	barbata		Formica fusca
Formicinae	Formica	brunneonitida		Formica forsslundi
Formicinae	Formica	capsincola		Formica gagates
Formicinae	Formica	cinerea	armenica	Formica cinerea
Formicinae	Formica	cinerea	bipilosa	Formica subpilosa
Formicinae	Formica	cinerea	brevisetosa	Formica cinerea
Formicinae	Formica	cinerea	iberica	Formica cinerea
Formicinae	Formica	cinerea	imitans	Formica cinerea
Formicinae	Formica	cinerea	italica	Formica cinerea
Formicinae	Formica	cinerea	neocinerea	Formica montana
Formicinae	Formica	cinerea	novaki	Formica cinerea
Formicinae	Formica	cinerea	ochracea	Formica cinerea
Formicinae	Formica	cinerea	rutilans	Formica montana
Formicinae	Formica	cinerea	sabulosa	Formica cinerea
Formicinae	Formica	cinerea	subrufoides	Formica cinerea
Formicinae	Formica	congerens		Formica lugubris
Formicinae	Formica	crinita		Formica criniventris
Formicinae	Formica	cunicularia	fuscoides	Formica cunicularia
Formicinae	Formica	dakotensis	saturata	Formica dakotensis
Formicinae	Formica	dakotensis	wasmanni	Formica dakotensis
Formicinae	Formica	dalailamae		Formica sentschuensis
Formicinae	Formica	dalcqi		Formica exsecta
Formicinae	Formica	defensor		Formica rufibarbis
Formicinae	Formica	difficilis	consocians	Formica difficilis
Formicinae	Formica	dlusskyi		Formica manchu
Formicinae	Formica	dominula		Formica sanguinea
Formicinae	Formica	dorsata		Formica rufa
Formicinae	Formica	dryas	gymnomma	Formica obscuriventris
Formicinae	Formica	dryas		Formica obscuriventris
Formicinae	Formica	exsecta	etrusca	Formica exsecta
Formicinae	Formica	exsecta	exsectopressilabris	Formica exsecta
Formicinae	Formica	exsecta	rubens	Formica exsecta
Formicinae	Formica	exsecta	rufomaculata	Formica pressilabris
Formicinae	Formica	exsecta	sudetica	Formica exsecta
Formicinae	Formica	exsectoides	davisi	Formica exsectoides
Formicinae	Formica	exsectoides	hesperia	Formica exsectoides
Formicinae	Formica	ferruginea		Formica rufa
Formicinae	Formica	flammiventris		Formica subpolita
Formicinae	Formica	flavipes		Formica fusca
Formicinae	Formica	foetida		Formica foetens
Formicinae	Formica	forsslundi	strawinskii	Formica forsslundi
Formicinae	Formica	fossilabris		Formica forsslundi
Formicinae	Formica	fraterna		Formica rufibarbis
Formicinae	Formica	fusca	algida	Formica neorufibarbis
Formicinae	Formica	fusca	argentata	Formica argentea
Formicinae	Formica	fusca	blanda	Formica argentea
Formicinae	Formica	fusca	borealis	Formica lemani
Formicinae	Formica	fusca	cinereorufibarbis	Formica rufibarbis
Formicinae	Formica	fusca	fairchildi	Formica glacialis
Formicinae	Formica	fusca	fuscogagates	Formica gagates
Formicinae	Formica	fusca	fuscorufibarbis	Formica cunicularia
Formicinae	Formica	fusca	gelida	Formica neorufibarbis
Formicinae	Formica	fusca	inplana	Formica picea
Formicinae	Formica	fusca	marcida	Formica fusca
Formicinae	Formica	fusca	nipponensis	Formica japonica
Formicinae	Formica	fusca	orientalis	Formica picea
Formicinae	Formica	fusca	pallipes	Formica fusca
Formicinae	Formica	fusca	piceoinplana	Formica picea
Formicinae	Formica	fusca	pruinosa	Formica neoclara
Formicinae	Formica	fusca	rubescens	Formica cunicularia
Formicinae	Formica	fusca	rufipes	Formica fusca
Formicinae	Formica	fusca	specularis	Formica dakotensis
Formicinae	Formica	gagates	piceogagates	Formica transkaucasica
Formicinae	Formica	gaullei		Formica rufa
Formicinae	Formica	glabra		Formica picea
Formicinae	Formica	glebaria		Formica fusca
Formicinae	Formica	goesswaldi		Formica foreli
Formicinae	Formica	habrogyna		Formica difficilis
Formicinae	Formica	integra	similis	Formica integra
Formicinae	Formica	kontuniemii		Formica exsecta
Formicinae	Formica	lasioides	picea	Formica lasioides
Formicinae	Formica	lasioides	vetula	Formica lasioides
Formicinae	Formica	lecontei		Formica subsericea
Formicinae	Formica	lefrancoisi		Formica fuscocinerea
Formicinae	Formica	libera		Formica fusca
Formicinae	Formica	longiceps		Formica manchu
Formicinae	Formica	lusatica		Formica clara
Formicinae	Formica	major		Formica polyctena
Formicinae	Formica	microgyna	californica	Formica adamsi whymperi
Formicinae	Formica	microgyna	rasilis	Formica densiventris
Formicinae	Formica	microgyna	recidiva	Formica microgyna
Formicinae	Formica	minor	pratensoides	Formica pratensis
Formicinae	Formica	moki	grundmanni	Formica xerophila
Formicinae	Formica	montana		Formica montivaga
Formicinae	Formica	montigena		Formica dakotensis
Formicinae	Formica	morio		Formica gagates
Formicinae	Formica	munda	alticola	Formica obtusopilosa
Formicinae	Formica	munda		Formica obtusopilosa
Formicinae	Formica	naefi		Formica foreli
Formicinae	Formica	nemoralis		Formica exsecta
Formicinae	Formica	neogagates	morbida	Formica bradleyi
Formicinae	Formica	nicaeensis		Formica rufibarbis
Formicinae	Formica	opacus		Formica kupyanskayae
Formicinae	Formica	pallidefulva	delicata	Formica pallidefulva
Formicinae	Formica	pallidefulva	fuscata	Formica pallidefulva
Formicinae	Formica	pallidefulva	nitidiventris	Formica pallidefulva
Formicinae	Formica	pallidefulva	succinea	Formica pallidefulva
Formicinae	Formica	parcipappa		Formica curiosa
Formicinae	Formica	picea	lochmatteri	Formica picea
Formicinae	Formica	pilicornis		Formica francoeuri
Formicinae	Formica	piniphila		Formica rufa
Formicinae	Formica	pratensis	cordieri	Formica pratensis
Formicinae	Formica	pratensis	superba	Formica uralensis
Formicinae	Formica	pratensis	unicolor	Formica lugubris
Formicinae	Formica	rasilis	spicata	Formica densiventris
Formicinae	Formica	rizadaghi		Formica clara
Formicinae	Formica	rufa	aggerans	Formica obscuripes
Formicinae	Formica	rufa	alpina	Formica lugubris
Formicinae	Formica	rufa	ciliata	Formica pratensis
Formicinae	Formica	rufa	grouvellei	Formica pratensis
Formicinae	Formica	rufa	haemorrhoidalis	Formica ravida
Formicinae	Formica	rufa	melanotica	Formica obscuripes
Formicinae	Formica	rufa	menozzii	Formica truncorum
Formicinae	Formica	rufa	meridionalis	Formica rufa
Formicinae	Formica	rufa	minor	Formica polyctena
Formicinae	Formica	rufa	montana	Formica lugubris
Formicinae	Formica	rufa	nigricans	Formica pratensis
Formicinae	Formica	rufa	nuda	Formica polyctena
Formicinae	Formica	rufa	nylanderi	Formica lugubris
Formicinae	Formica	rufa	rufopratensis	Formica rufa
Formicinae	Formica	rufa	rufotruncicola	Formica truncorum
Formicinae	Formica	rufa	santschii	Formica lugubris
Formicinae	Formica	rufa	schmidti	Formica aquilonia
Formicinae	Formica	rufa	staegeri	Formica truncorum
Formicinae	Formica	rufa	subcaviceps	Formica integroides
Formicinae	Formica	rufa	subfasciata	Formica integroides
Formicinae	Formica	rufa	tahoensis	Formica ravida
Formicinae	Formica	rufa	truncicolopratensis	Formica truncorum
Formicinae	Formica	rufibarbis	caucasica	Formica clara
Formicinae	Formica	rufibarbis	katuniensis	Formica glauca
Formicinae	Formica	rufibarbis	occidua	Formica moki
Formicinae	Formica	rufibarbis	orientalis	Formica clara sinae
Formicinae	Formica	rufibarbis	piligera	Formica rufibarbis
Formicinae	Formica	rufiventris	Emery	Formica subpolita
Formicinae	Formica	sanguinea	arenicola	Formica sanguinea
Formicinae	Formica	sanguinea	borea	Formica sanguinea
Formicinae	Formica	sanguinea	clara	Formica sanguinea
Formicinae	Formica	sanguinea	clarior	Formica sanguinea
Formicinae	Formica	sanguinea	flavorubra	Formica sanguinea
Formicinae	Formica	sanguinea	fusciceps	Formica sanguinea
Formicinae	Formica	sanguinea	griseopubescens	Formica sanguinea
Formicinae	Formica	sanguinea	leninei	Formica sanguinea
Formicinae	Formica	sanguinea	mollesonae	Formica sanguinea
Formicinae	Formica	sanguinea	monticola	Formica sanguinea
Formicinae	Formica	sanguinea	rotundata	Formica sanguinea
Formicinae	Formica	sanguinea	strennua	Formica sanguinea
Formicinae	Formica	sanguinea	sublucida	Formica pergandei
Formicinae	Formica	sanguinea	subnuda	Formica aserva
Formicinae	Formica	sanguinea	tristis	Formica sanguinea
Formicinae	Formica	schaufussi		Formica pallidefulva
Formicinae	Formica	simulata		Formica truncorum
Formicinae	Formica	subpilosa	ruzskyi	Formica clarissima
Formicinae	Formica	subpolita	camponoticeps	Formica subpolita
Formicinae	Formica	subpolita	ficticia	Formica subpolita
Formicinae	Formica	tamarae		Formica foreli
Formicinae	Formica	torrentium		Formica selysi
Formicinae	Formica	tristis		Formica fusca
Formicinae	Formica	truncicola		Formica truncorum
Formicinae	Formica	ulkei	hebescens	Formica ulkei
Formicinae	Gigantiops	solitaria		Gigantiops destructor
Formicinae	Lasiophanes	bolivari		Lasiophanes valdiviensis
Formicinae	Lasiophanes	bruchi		Lasiophanes picinus
Formicinae	Lasiophanes	dichrous		Lasiophanes atriventris
Formicinae	Lasiophanes	edwardsi		Lasiophanes picinus
Formicinae	Lasiophanes	negrensis		Lasiophanes atriventris
Formicinae	Lasiophanes	nigriventris		Lasiophanes atriventris
Formicinae	Lasiophanes	picinus	bidens	Lasiophanes picinus
Formicinae	Lasiophanes	pilosulus		Lasiophanes valdiviensis
Formicinae	Lasiophanes	rufoniger		Lasiophanes atriventris
Formicinae	Lasiophanes	sauberi		Lasiophanes picinus
Formicinae	Lasiophanes	uxorius		Lasiophanes valdiviensis
Formicinae	Lasius	affinis	nyaradi	Lasius umbratus
Formicinae	Lasius	affinis		Lasius citrinus
Formicinae	Lasius	alienus	barbarus	Lasius lasioides
Formicinae	Lasius	alienus	pannonica	Lasius alienus
Formicinae	Lasius	alienus	pontica	Lasius emarginatus
Formicinae	Lasius	aphidicola		Lasius umbratus
Formicinae	Lasius	belgarum		Lasius umbratus
Formicinae	Lasius	bicornis	kashmirensis	Lasius bicornis
Formicinae	Lasius	bicornis	neapolitana	Lasius bicornis
Formicinae	Lasius	bicornis	oertzeni	Lasius bicornis
Formicinae	Lasius	brevicornis	microps	Lasius flavus
Formicinae	Lasius	brevicornis		Lasius flavus
Formicinae	Lasius	brunneus	nigrobrunneus	Lasius brunneus
Formicinae	Lasius	carniolicus	kusnezovi	Lasius carniolicus
Formicinae	Lasius	clavigeroides		Lasius subglaber
Formicinae	Lasius	crispus	Wilson	Lasius nipponensis
Formicinae	Lasius	distinguenda	hybrida	Lasius distinguendus
Formicinae	Lasius	emarginatus	brunneoemarginatus	Lasius emarginatus
Formicinae	Lasius	flava	flavomyops	Lasius myops
Formicinae	Lasius	flava	morbosa	Lasius flavus
Formicinae	Lasius	flavus	claripennis	Lasius flavus
Formicinae	Lasius	flavus	flavoides	Lasius myops
Formicinae	Lasius	flavus	fuscoides	Lasius flavus
Formicinae	Lasius	flavus	odoratus	Lasius flavus
Formicinae	Lasius	flavus	olivacea	Lasius flavus
Formicinae	Lasius	fumatus		Lasius lasioides
Formicinae	Lasius	fusculus		Lasius lasioides
Formicinae	Lasius	helvus		Lasius flavus
Formicinae	Lasius	hingstoni		Lasius crinitus
Formicinae	Lasius	incisa		Lasius bicornis
Formicinae	Lasius	mellea	Provancher	Lasius nearcticus
Formicinae	Lasius	microgyna		Lasius bicornis
Formicinae	Lasius	niger	alienobrunneus	Lasius brunneus
Formicinae	Lasius	niger	alienoniger	Lasius niger
Formicinae	Lasius	niger	americanus	Lasius alienus
Formicinae	Lasius	niger	brunneoides	Lasius emarginatus
Formicinae	Lasius	niger	emeryi	Lasius niger
Formicinae	Lasius	niger	minimus	Lasius niger
Formicinae	Lasius	niger	nigroemarginatus	Lasius emarginatus
Formicinae	Lasius	niger	nitidus	Lasius niger
Formicinae	Lasius	niger	sitkaensis	Lasius pallitarsis
Formicinae	Lasius	nigerrima		Lasius niger
Formicinae	Lasius	ouchii		Lasius orientalis
Formicinae	Lasius	pallescens		Lasius niger
Formicinae	Lasius	pallida		Lasius brunneus
Formicinae	Lasius	parvula		Lasius claviger
Formicinae	Lasius	pilosus		Lasius vestitus
Formicinae	Lasius	silvestrii	osakana	Lasius umbratus
Formicinae	Lasius	silvestrii		Lasius umbratus
Formicinae	Lasius	teranishii		Lasius orientalis
Formicinae	Lasius	tibialis		Lasius rabaudi
Formicinae	Lasius	timida		Lasius brunneus
Formicinae	Lasius	transylvanica		Lasius niger
Formicinae	Lasius	umbrata	nuda	Lasius distinguendus
Formicinae	Lasius	umbratus	affinoumbratus	Lasius umbratus
Formicinae	Lasius	umbratus	apennina	Lasius flavus
Formicinae	Lasius	umbratus	epinotalis	Lasius umbratus
Formicinae	Lasius	umbratus	exacutus	Lasius umbratus
Formicinae	Lasius	umbratus	hirtiscapus	Lasius umbratus
Formicinae	Lasius	umbratus	ibericus	Lasius flavus
Formicinae	Lasius	viehmeyeri	dalmatica	Lasius viehmeyeri
Formicinae	Lepisiota	frauenfeldi	arnoldovi	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	azerbeidzhanica	Lepisiota frauenfeldi
Formicinae	Lepisiota	frauenfeldi	caucasica	Lepisiota frauenfeldi
Formicinae	Lepisiota	frauenfeldi	coriacea	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	deserticola	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	halinae	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	integrisquama	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	latisquama	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	litoralis	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	mediorubra	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	transcaspiensis	Lepisiota semenovi
Formicinae	Lepisiota	frauenfeldi	turkmena	Lepisiota semenovi
Formicinae	Myrmecocystus	arenarius		Myrmecocystus snellingi
Formicinae	Myrmecocystus	melliger	comatus	Myrmecocystus melliger
Formicinae	Myrmecocystus	melliger	hortusdeorum	Myrmecocystus mexicanus
Formicinae	Myrmecocystus	melliger	lomaensis	Myrmecocystus mimicus
Formicinae	Myrmecocystus	melliger	orbiceps	Myrmecocystus mendax
Formicinae	Myrmecocystus	mexicanus	idahoensis	Myrmecocystus testaceus
Formicinae	Myrmecocystus	mexicanus	mojave	Myrmecocystus testaceus
Formicinae	Myrmecorhynchus	musgravei		Myrmecorhynchus emeryi
Formicinae	Myrmecorhynchus	rufithorax		Myrmecorhynchus emeryi
Formicinae	Myrmelachista	costaricensis		Myrmelachista plebecula
Formicinae	Myrmelachista	ina		Myrmelachista gagatina
Formicinae	Myrmelachista	mayri	monticola	Myrmelachista mayri
Formicinae	Myrmelachista	nodigera	flavicornis	Myrmelachista nodigera
Formicinae	Myrmelachista	nodigera	pallida	Myrmelachista nodigera
Formicinae	Myrmelachista	rectinota		Myrmelachista hoffmanni
Formicinae	Myrmelachista	roveretoi		Myrmelachista gallicola
Formicinae	Myrmelachista	rubiginosa		Myrmelachista gallicola
Formicinae	Myrmelachista	ute		Myrmelachista arthuri
Formicinae	Myrmelachista	zeledoni	thiemei	Myrmelachista zeledoni
Formicinae	Myrmoteras	kemneri		Myrmoteras barbouri
Formicinae	Notoncus	capitatus	minor	Notoncus capitatus
Formicinae	Notoncus	foreli	acuminata	Notoncus ectatommoides
Formicinae	Notoncus	foreli	dentata	Notoncus ectatommoides
Formicinae	Notoncus	foreli	subdentata	Notoncus ectatommoides
Formicinae	Notoncus	foreli		Notoncus ectatommoides
Formicinae	Notoncus	gilberti	annectens	Notoncus gilberti
Formicinae	Notoncus	gilberti	gracilior	Notoncus gilberti
Formicinae	Notoncus	mjobergi		Notoncus capitatus
Formicinae	Notoncus	politus		Notoncus gilberti
Formicinae	Notoncus	rodwayi		Notoncus ectatommoides
Formicinae	Notoncus	rotundiceps		Notoncus hickmani
Formicinae	Notostigma	podenzanai		Notostigma carazzii
Formicinae	Nylanderia	arlesi		Nylanderia incallida
Formicinae	Nylanderia	bourbonica	bengalensis	Nylanderia bourbonica
Formicinae	Nylanderia	bourbonica	hawaiensis	Nylanderia bourbonica
Formicinae	Nylanderia	bourbonica	skottsbergi	Nylanderia bourbonica
Formicinae	Nylanderia	consuta		Nylanderia dichroa
Formicinae	Nylanderia	fulva	fumata	Nylanderia fulva
Formicinae	Nylanderia	grisoni	fuscula	Nylanderia lepida
Formicinae	Nylanderia	grisoni		Nylanderia lepida
Formicinae	Nylanderia	guatemalensis	antillana	Nylanderia guatemalensis
Formicinae	Nylanderia	jaegerskioeldi	borcardi	Nylanderia jaegerskioeldi
Formicinae	Nylanderia	jaegerskioeldi	zelotypa	Nylanderia jaegerskioeldi
Formicinae	Nylanderia	kincaidi		Nylanderia vividula
Formicinae	Nylanderia	melanderi		Nylanderia terricola
Formicinae	Nylanderia	picea		Nylanderia vividula
Formicinae	Nylanderia	traegaordhi		Nylanderia jaegerskioeldi
Formicinae	Nylanderia	troglodytes		Nylanderia myops
Formicinae	Nylanderia	vaga	crassipilis	Nylanderia vaga
Formicinae	Nylanderia	vaga	irritans	Nylanderia vaga
Formicinae	Nylanderia	vividula	mjoberi	Nylanderia vividula
Formicinae	Nylanderia	weissi	nimba	Nylanderia jaegerskioeldi
Formicinae	Nylanderia	weissi		Nylanderia jaegerskioeldi
Formicinae	Oecophylla	brevinodis		Oecophylla longinoda
Formicinae	Oecophylla	macra		Oecophylla smaragdina
Formicinae	Oecophylla	virescens		Oecophylla smaragdina
Formicinae	Oecophylla	viridis		Oecophylla smaragdina
Formicinae	Oecophylla	zonata		Oecophylla smaragdina
Formicinae	Opisthopsis	oculata		Opisthopsis panops
Formicinae	Paraparatrechina	bayonii		Paraparatrechina weissi
Formicinae	Paraparatrechina	bucculentus		Paraparatrechina sordida
Formicinae	Paraparatrechina	gowdeyi		Paraparatrechina sordida
Formicinae	Paraparatrechina	minutula	atomus	Paraparatrechina minutula
Formicinae	Paraparatrechina	myersi	occipitalis	Paraparatrechina weissi
Formicinae	Paraparatrechina	myersi		Paraparatrechina weissi
Formicinae	Paraparatrechina	subtilis	termitophila	Paraparatrechina subtilis
Formicinae	Paratrechina	currens		Paratrechina longicornis
Formicinae	Paratrechina	gracilescens		Paratrechina longicornis
Formicinae	Paratrechina	longicornis	hagemanni	Paratrechina longicornis
Formicinae	Paratrechina	vagans		Paratrechina longicornis
Formicinae	Phasmomyrmex	polyrhachioides		Phasmomyrmex paradoxus
Formicinae	Phasmomyrmex	sericeus		Phasmomyrmex buchneri
Formicinae	Plagiolepis	augusti		Plagiolepis alluaudi
Formicinae	Plagiolepis	barbara	madeirensis	Plagiolepis schmitzii
Formicinae	Plagiolepis	barbara	pyrenaica	Plagiolepis taurica
Formicinae	Plagiolepis	dufourii		Plagiolepis pygmaea
Formicinae	Plagiolepis	flava		Plagiolepis adynata
Formicinae	Plagiolepis	foreli	ornata	Plagiolepis alluaudi
Formicinae	Plagiolepis	foreli	Santschi	Plagiolepis alluaudi
Formicinae	Plagiolepis	foreli		Plagiolepis alluaudi
Formicinae	Plagiolepis	mactavishi		Plagiolepis alluaudi
Formicinae	Plagiolepis	pygmaea	barbara	Plagiolepis schmitzii
Formicinae	Plagiolepis	pygmaea	manczshurica	Plagiolepis taurica
Formicinae	Plagiolepis	pygmaea	obscuriscapus	Plagiolepis pygmaea
Formicinae	Plagiolepis	satunini		Plagiolepis taurica
Formicinae	Plagiolepis	schmitzi	crosi	Plagiolepis schmitzii
Formicinae	Polyergus	rufescens	laeviceps	Polyergus mexicanus
Formicinae	Polyergus	rufescens	tianschanicus	Polyergus rufescens
