Count	SpecimenCode	Subfamily	Genus	SpeciesGroup	Species	LifeStageSex	Medium	SpecimenNotes	DNANotes	LocatedAt	OwnedBy	TypeStatus	DeterminedBy	DateDetermined	CollectionCode	CollectedBy	DateCollectedStart	DateCollectedEnd	Method	Habitat	Microhabitat	CollectionNotes	LocalityName	Adm2	Adm1	Adm1check	ISO_3166	Country	Elevation	LatDeg	LatMin	NS	LonDeg	LonMin	EW	LocLatitude	LocLongitude	LatLonMaxError	BiogeographicRegion	LocalityNotes	ElevationMaxError	Blank
61	CASENT0220623	Pseudomyrmecinae	Pseudomyrmex		peperi	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	WPM20784	Mackay, W.; Mackay, E.	2004-07-30			disturbed tropical forest	ex swollen-thorn acacia		12.3 km N Patulul		SuchitepÃ©quez	1	GT	Guatemala	740 m	14	31.35	N	91	8.1833	W	14.52250	-91.13639	0.1 minute	Neotropical	Adm1 is SuchitepÃ©quez (not SacatepÃ©quez, as indicated on label). 		
62	CASENT0220624	Pseudomyrmecinae	Pseudomyrmex		peperi	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW15577	Ward, P. S.	2006-03-23			tropical dry forest	ex swollen-thorn Acacia		Punta Cometa, 7 km W Puerto Angel		Oaxaca	1	MX	Mexico	30 m							15.66212	-96.55755	150 m	Neotropical	From PSW field notes: Tropical dry forest, along trail leading towards the point. GPS reading: N 15Â°39.727' W 96Â°33.453'. Extent: Â±150m (estimated retrospectively using Google Earth). Specimen label uses more approximate coordinates: 15Â°40'N 96Â°33'W.		
63	CASENT0220625	Pseudomyrmecinae	Pseudomyrmex		satanicus	2w, 1m	pin	W. M. Wheeler#778		UCDC	UCDC		Ward, P. S.	2013-10-30		Wheeler, W. M.	1924-07-26				Acacia multiglandulosa		Marajal, near Colon		ColÃ³n	1	PA	Panama		9	21	N	79	53	W	9.35000	-79.88333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
64	CASENT0220626	Pseudomyrmecinae	Pseudomyrmex		satanicus	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11147	Dejean, A.	2004-06-19				ex Acacia		San Lorenzo		ColÃ³n	1	PA	Panama		9	16.9	N	79	58.5	W	9.28167	-79.97500	0.1 minute	Neotropical			
65	CASENT0220627	Pseudomyrmecinae	Pseudomyrmex		spinicola	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11148	Bohart, R. M.	1976-03-08						Rio Corobici, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica		10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Mislabeled as "Rio Corbici, nr. Canas".		
66	CASENT0220628	Pseudomyrmecinae	Pseudomyrmex		spinicola	1aq	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11149	Bohart, R. M.	1976-03-08						Rio Corobici, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica		10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Mislabeled as "Rio Corbici, nr. Canas".		
67	CASENT0220629	Pseudomyrmecinae	Pseudomyrmex		spinicola	1aq	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11150	Bohart, R. M.	1976-03-08						Rio Corobici, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica		10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees). Mislabeled as "Rio Corbici, nr. Canas".		
68	CASENT0220630	Pseudomyrmecinae	Pseudomyrmex		spinicola	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11151	Buchman, S.	1972-02-10						unknown		Guanacaste	1	CR	Costa Rica		10	28	N	85	25	W	10.46667	-85.41667	85 km	Neotropical	Label without coordinates and without precise locality. Labeled "Costa Rica/Guanacaste/Prov." and possible collection code "72-34". Collector might be Stephen L. Buchmann, but is spelled "S. Buchman". Latlong is that of center of Guanacaste Province, with estimated LatLonMaxError of Â±85 km.		
69	CASENT0220631	Pseudomyrmecinae	Pseudomyrmex		spinicola	1dq	pin	Specimen labeled with date range (28-30 May 1979), but collected on 29 May 1979		UCDC	UCDC		Ward, P. S.	2013-10-30	PSW03597	Ward, P. S.	1979-05-29			riparian forest	ex swollen-thorn Acacia		Hacienda La Pacifica, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica	50 m	10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Original specimen label without coordinates. Georeferenced to the nearest minute, based on P. S. Ward field notes. Site is along the west bank of the Rio Corobici, at junction of the Rio Corobici and the Rio Magdalena, in riparian forest.		
70	CASENT0220632	Pseudomyrmecinae	Pseudomyrmex		spinicola	2w	pin	Specimen labeled with date range (28-30 May 1979), but collected on 28 May 1979		UCDC	UCDC		Ward, P. S.	2013-10-30	PSW03554	Ward, P. S.	1979-05-28			second-growth dry scrub	ex swollen-thorn Acacia		Hacienda La Pacifica, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica	50 m	10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Original specimen label without coordinates. Georeferenced to the nearest minute, based on P. S. Ward field notes. Site is along the track north of the cabinas, through second-growth dry scrub.		
71	CASENT0220633	Pseudomyrmecinae	Pseudomyrmex		spinicola	2w	pin	Specimen labeled with date range (28-30 May 1979), but collected on 28 May 1979		UCDC	UCDC		Ward, P. S.	2013-10-30	PSW03566	Ward, P. S.	1979-05-28			second-growth dry scrub	ex swollen-thorn Acacia		Hacienda La Pacifica, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica	50 m	10	27	N	85	8	W	10.45000	-85.13333	1 minute	Neotropical	Original specimen label without coordinates. Georeferenced to the nearest minute, based on P. S. Ward field notes. Site is along the track north of the cabinas, through second-growth dry scrub.		
72	CASENT0220634	Pseudomyrmecinae	Pseudomyrmex		spinicola	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW06425	Ward, P. S.	1983-12-14			tropical dry forest	ex Acacia collinsii		Santa Rosa Nat. Pk.		Guanacaste	1	CR	Costa Rica	300 m	10	51	N	85	37	W	10.85000	-85.61667	1 minute	Neotropical	From PSW field notes: Tropical dry forest ca. 1.2 km south of Santa Elena lookout.		
73	CASENT0220635	Pseudomyrmecinae	Pseudomyrmex		spinicola	3w	pin	Acacia collinsii#72B; D. E. Gill#131		UCDC	UCDC		Ward, P. S.	2013-10-30		Gill, D. E.	1987-03-18				on Acacia collinsii		Palo Verde		Guanacaste	1	CR	Costa Rica		10	21	N	85	21	W	10.35000	-85.35000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
74	CASENT0220636	Pseudomyrmecinae	Pseudomyrmex		spinicola	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW07777	Ward, P. S.	1985-08-01			roadside	ex swollen-thorn Acacia		14km E Palmar Norte		Puntarenas	1	CR	Costa Rica	70 m	8	57	N	83	20	W	8.95000	-83.33333	1 minute	Neotropical	From PSW field notes: CajÃ³n, 14 km E Palmar Norte. Rio Terraba, at proposed hydroelectric site.		
75	CASENT0220637	Pseudomyrmecinae	Pseudomyrmex		spinicola	2dq	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW03399	Ward, P. S.	1979-05-16			rainforest	ex swollen-thorn Acacia		Sirena, Corcovado Nat. Pk.		Puntarenas	1	CR	Costa Rica	10 m	8	28	N	83	35	W	8.46667	-83.58333	1 minute	Neotropical	Original specimen label without coordinates. Georeferenced to the nearest minute, based on P. S. Ward field notes. Site is along trail north of Sirena, in primary rainforest.		
76	CASENT0220638	Pseudomyrmecinae	Pseudomyrmex		spinicola	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW03647	Ward, P. S.	1979-06-03			second-growth seasonal rainforest	ex Acacia collinsii		Cerro Galera		ColÃ³n	1	PA	Panama	350 m	8	56	N	79	37	W	8.93333	-79.61667	1 minute	Neotropical	Original specimen label without coordinates. Georeferenced to the nearest minute, based on P. S. Ward field notes. Site is on Cerro Galera, on the west side of the canal.		
77	CASENT0220639	Pseudomyrmecinae	Pseudomyrmex		spinicola	1aq	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11152	Clark, J.	1998-04-15		Malaise trap				San Juan del Sur		Rivas	1	NI	Nicaragua		11	29	N	85	39	W	11.48333	-85.65000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
78	CASENT0220640	Pseudomyrmecinae	Pseudomyrmex		spinicola	3w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	AW2928	Wild, A. L.	2007-08-02			riparian forest	ex Acacia		3.5km ENE Caldera		ChiriquÃ­	1	PA	Panama	300 m	8.6589	0	N	82.349	0	W	8.65890	-82.34900		Neotropical			
79	CASENT0220641	Pseudomyrmecinae	Pseudomyrmex		spinicola	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	AW2929	Wild, A. L.	2007-08-05			rainforest	ex Acacia melanoceras		Parque Natural Metropolitano		PanamÃ¡	1	PA	Panama	60 m	8.9909	0	N	79.5456	0	W	8.99090	-79.54560		Neotropical			
80	CASENT0220642	Pseudomyrmecinae	Pseudomyrmex		veneficus	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11153	Bohart, R. M.	1970-09-12						Piedra Blanca		Sinaloa	1	MX	Mexico		23	19	N	106	0	W	23.31667	-106.00000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
81	CASENT0220643	Pseudomyrmecinae	Pseudomyrmex		veneficus	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	ANTC11154	Bohart, R. M.	1970-09-12						Piedra Blanca		Sinaloa	1	MX	Mexico		23	19	N	106	0	W	23.31667	-106.00000	1 minute	Neotropical	Coordinates not given on locality label; estimated to nearest minute (~0.02 degrees).		
82	CASENT0220644	Pseudomyrmecinae	Pseudomyrmex		veneficus	2w, 1m	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW09231	Ward, P. S.	1987-12-17			tropical dry forest	ex Acacia hindsii		5km E Chamela		Jalisco	1	MX	Mexico	50 m	19	32	N	105	2	W	19.53333	-105.03333	1 minute	Neotropical	From PSW field notes: Along old track (from Chamela to Nacastillo) which traverses the northern sector of the EstaciÃ³n de BiologÃ­a Chamela, at point where the track meets the RÃ­o Chamela.		
83	CASENT0220645	Pseudomyrmecinae	Pseudomyrmex		godmani	1w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30		Rehn, A.; Alexander, C.	1997-04-08	1997-04-20	Malaise trap				Fazenda Rancho Grande, 62km S Ariquemes		RondÃ´nia	1	BR	Brazil		10	18	S	62	53	W	-10.30000	-62.88333		Neotropical			
84	CASENT0220646	Pseudomyrmecinae	Pseudomyrmex		godmani	2w	pin			UCDC	UCDC		Ward, P. S.	2013-10-30	PSW12235	Ward, P. S.	1993-12-01			rainforest	ex Cordia nodosa (dry domatia on dead branch)		35km SSE Flor de Oro		Santa Cruz	1	BO	Bolivia	450 m	13	50	S	60	52	W	-13.83333	-60.86667	1 minute	Neotropical	From PSW field notes: Huanchaca Uno camp, Parque Nacional Noel Kempff Mercado. Rainforest patch west of the airstrip.		
85	CASENT0221653	Ponerinae	Odontomachus		bauri	1m, 1w	pin			PSWC	PSWC		Ward, P. S.		PSW03332	Ward, P. S.	1979-03-11	1979-05-12		rainforest	ex leaf litter		Llorona, Corcovado Nat. Pk.		Puntarenas	1	CR	Costa Rica	100 m							8.58467	-83.63508	10 km	Neotropical	Georeferenced via Google Earth		
86	CASENT0221654	Ponerinae	Odontomachus		bauri	1w	pin			PSWC	PSWC		Ward, P. S.		PSW03369	Ward, P. S.	1979-03-10	1979-03-14		rainforest	foraging on ground		Llorona, Corcovado Nat. Pk.		Puntarenas	1	CR	Costa Rica	10 m							8.58467	-83.63508	10 km	Neotropical	Georeferenced via Google Earth		
87	CASENT0221655	Ponerinae	Odontomachus		bauri	1m, 1w	pin			PSWC	PSWC		Ward, P. S.		PSW03590	Ward, P. S.	1979-03-28	1979-03-30		riparian forest	in soil under rotten log	nest under log (BEB note)	Hacienda La Pacifica, nr. CaÃ±as		Guanacaste	1	CR	Costa Rica	50 m							10.45108	-85.12844	1 km	Neotropical	Georeferenced via Google Earth		
88	CASENT0221656	Ponerinae	Odontomachus		bauri	2w	pin			PSWC	PSWC		Ward, P. S.		PSW03634	Ward, P. S.	1979-06-02			rainforest	under stone		Las Cruces Trail Madden For.		PanamÃ¡	1	PA	Panama	130 m	9	6	N	79	37	W	9.10000	-79.61667	1 minute	Neotropical	Lat/Long and elevation from P. S. Ward field notes.		
89	CASENT0221657	Ponerinae	Odontomachus		bauri	1w	pin			PSWC	PSWC		Ward, P. S.			Price, S.	1991-05-18						Vermont		Saint Andrew	1	VC	Saint Vincent and the Grenadines	500 m							13.20317	-61.20582	5 km	Neotropical	Georeference and elevational estimate via Google Earth		
90	CASENT0221658	Ponerinae	Odontomachus		bauri	2w	pin			PSWC	PSWC		Ward, P. S.		PSW07581-02	Ward, P. S.	1985-07-23			rainforest	ground foragers		Reserva Biol. Carara		Puntarenas	1	CR	Costa Rica	30 m	9	47	N	84	36	W	9.78333	-84.60000	1 minute	Neotropical			
91	CASENT0221659	Ponerinae	Odontomachus		bauri	2w	pin			PSWC	PSWC		Ward, P. S.		PSW07779-01	Ward, P. S.	1985-08-01			second growth rainforest	ground foragers		14 km E Palmar Norte		Puntarenas	1	CR	Costa Rica	70 m	8	57	N	83	20	W	8.95000	-83.33333	1 minute	Neotropical			
92	CASENT0221660	Ponerinae	Odontomachus		bauri	2w	pin			PSWC	PSWC		Ward, P. S.		PSW06506	Ward, P. S.	1983-07-20			second growth rainforest	ex rotten log		Manuel Antonio N.P.		Puntarenas	1	CR	Costa Rica	20 m	9	26	N	84	9	W	9.43333	-84.15000	1 minute	Neotropical			
93	CASENT0221661	Ponerinae	Odontomachus		bauri	1w	pin			PSWC	PSWC		Ward, P. S.		PSW06391-02	Ward, P. S.	1983-07-10			rainforest	sifted litter (leaf mold, rotten wood)		3 km NW Gamboa		PanamÃ¡	1	PA	Panama	40 m	9	8	N	79	43	W	9.13333	-79.71667	1 minute	Neotropical			
